fecha,hora,vuelo,origen,estado
2025-11-15,23:30,TAP1096,LISBOA (LIS),No informado
2025-11-15,23:30,AZU7290,LISBOA (LIS),No informado
2025-11-15,23:30,UAE4896,LISBOA (LIS),No informado
2025-11-15,23:45,RYR7470,MILAN /MALPENSA (MXP),No informado
2025-11-15,23:55,RYR1768,LISBOA (LIS),No informado
2025-11-16,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,00:20,VLG8350,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,00:20,IBE5681,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,00:20,QTR3549,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,00:25,RYR9237,SOFIA (SOF),No informado
2025-11-16,07:45,SWR2130,GINEBRA (GVA),No informado
2025-11-16,07:55,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-16,08:00,RYR620,BOLONIA (BLQ),No informado
2025-11-16,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,08:10,EWG2530,STUTTGART (STR),No informado
2025-11-16,08:25,RYR5540,TANGER (TNG),No informado
2025-11-16,08:55,VLG8151,PARIS /ORLY (ORY),No informado
2025-11-16,08:55,IBE5783,PARIS /ORLY (ORY),No informado
2025-11-16,08:55,EWG9538,DUSSELDORF (DUS),No informado
2025-11-16,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,09:05,EJU5103,BERLIN BRANDENBURG (BER),No informado
2025-11-16,09:15,RYR2206,SEVILLA (SVQ),No informado
2025-11-16,09:20,TVF4620,PARIS /ORLY (ORY),No informado
2025-11-16,09:25,RYR2080,TOULOUSE (TLS),No informado
2025-11-16,09:30,TRA5105,EINDHOVEN (EIN),No informado
2025-11-16,09:40,RYR616,IBIZA (IBZ),No informado
2025-11-16,09:45,TRA6335,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,09:50,WMT3185,BUCAREST (OTP),No informado
2025-11-16,10:15,VOE2436,BURDEOS (BOD),No informado
2025-11-16,10:25,IBE2433,IBIZA (IBZ),No informado
2025-11-16,10:25,VLG5833,IBIZA (IBZ),No informado
2025-11-16,10:25,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-16,10:30,VLG1175,GRAN CANARIA (LPA),No informado
2025-11-16,10:30,IBE5247,GRAN CANARIA (LPA),No informado
2025-11-16,10:35,RYR5034,MARRAKECH (RAK),No informado
2025-11-16,10:35,RYR802,VIENA (VIE),No informado
2025-11-16,10:45,RYR1003,ROMA /FIUMICINO (FCO),No informado
2025-11-16,10:50,RYR497,MILAN/BERGAMO (BGY),No informado
2025-11-16,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-16,11:00,DLH1840,MUNICH (MUC),No informado
2025-11-16,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado
2025-11-16,11:15,TAP1092,LISBOA (LIS),No informado
2025-11-16,11:15,ETD2757,LISBOA (LIS),No informado
2025-11-16,11:15,AZU7351,LISBOA (LIS),No informado
2025-11-16,11:15,RZO8055,LISBOA (LIS),No informado
2025-11-16,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-16,11:45,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-16,11:50,SWR2140,ZURICH (ZRH),No informado
2025-11-16,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-16,12:00,BEL3751,BRUSELAS (BRU),No informado
2025-11-16,12:10,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-16,12:20,VOE3582,ASTURIAS (OVD),No informado
2025-11-16,12:20,DLH1160,FRANKFURT (FRA),No informado
2025-11-16,12:40,AUA431,VIENA (VIE),No informado
2025-11-16,12:45,RYR2301,BUDAPEST (BUD),No informado
2025-11-16,12:55,IBE2402,PALMA DE MALLORCA (PMI),No informado
2025-11-16,12:55,VLG5802,PALMA DE MALLORCA (PMI),No informado
2025-11-16,13:15,RYR2229,CRACOVIA (KRK),No informado
2025-11-16,13:15,RYR7215,PALMA DE MALLORCA (PMI),No informado
2025-11-16,13:15,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-16,13:15,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-16,13:35,RYR993,ROMA /FIUMICINO (FCO),No informado
2025-11-16,14:10,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-16,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado
2025-11-16,14:10,VLG8153,PARIS /ORLY (ORY),No informado
2025-11-16,14:10,IBE5674,PARIS /ORLY (ORY),No informado
2025-11-16,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado
2025-11-16,14:50,RYR1718,EINDHOVEN (EIN),No informado
2025-11-16,14:55,RYR2215,SANTANDER-SEVE BALLESTEROS (SDR),No informado
2025-11-16,15:10,RYR2217,MARRAKECH (RAK),No informado
2025-11-16,15:10,RYR2259,TURIN (TRN),No informado
2025-11-16,15:25,IBE5548,PALMA DE MALLORCA (PMI),No informado
2025-11-16,15:25,VLG3952,PALMA DE MALLORCA (PMI),No informado
2025-11-16,16:10,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado
2025-11-16,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,16:15,VLG3966,BILBAO (BIO),No informado
2025-11-16,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,IBE5847,BILBAO (BIO),No informado
2025-11-16,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,16:20,RYR1710,OPORTO (OPO),No informado
2025-11-16,16:40,RYR1092,EDIMBURGO (EDI),No informado
2025-11-16,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,IBE5552,SEVILLA (SVQ),No informado
2025-11-16,17:05,RYR1770,MARSELLA (MRS),No informado
2025-11-16,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,VLG3964,SEVILLA (SVQ),No informado
2025-11-16,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-16,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-16,17:20,RYR999,ROMA /FIUMICINO (FCO),No informado
2025-11-16,17:25,VOE3536,BILBAO (BIO),No informado
2025-11-16,17:30,DLH1162,FRANKFURT (FRA),No informado
2025-11-16,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-16,18:05,RYR1699,IBIZA (IBZ),No informado
2025-11-16,18:25,IBB5802,GRAN CANARIA (LPA),No informado
2025-11-16,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado
2025-11-16,18:40,VLG8473,LONDRES /GATWICK (LGW),No informado
2025-11-16,18:40,IBE5697,LONDRES /GATWICK (LGW),No informado
2025-11-16,18:40,BAW8067,LONDRES /GATWICK (LGW),No informado
2025-11-16,18:40,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado
2025-11-16,18:50,WZZ2385,BUDAPEST (BUD),No informado
2025-11-16,19:00,SWR2146,ZURICH (ZRH),No informado
2025-11-16,19:05,RYR2208,SEVILLA (SVQ),No informado
2025-11-16,19:05,EWG538,KOELN/BONN (CGN),No informado
2025-11-16,19:15,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-16,19:15,RYR6836,NAPOLES (NAP),No informado
2025-11-16,19:15,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-16,19:25,RYR641,MANCHESTER (MAN),No informado
2025-11-16,19:35,WZZ2079,CRACOVIA (KRK),No informado
2025-11-16,19:35,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-16,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-16,19:55,TVF4628,PARIS /ORLY (ORY),No informado
2025-11-16,20:00,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,20:10,ASL592,BELGRADO (BEG),No informado
2025-11-16,20:10,RYR6423,BOLONIA (BLQ),No informado
2025-11-16,20:15,EZS1371,GINEBRA (GVA),No informado
2025-11-16,20:20,RYR8712,PISA / GALILEO GALILEI (PSA),No informado
2025-11-16,20:25,IBE5595,ROMA /FIUMICINO (FCO),No informado
2025-11-16,20:25,QTR4678,ROMA /FIUMICINO (FCO),No informado
2025-11-16,20:25,VLG6243,ROMA /FIUMICINO (FCO),No informado
2025-11-16,20:30,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado
2025-11-16,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado
2025-11-16,20:40,RYR1736,LONDRES /STANSTED (STN),No informado
2025-11-16,20:50,EZY6499,LONDRES /GATWICK (LGW),No informado
2025-11-16,20:50,RYR2985,BRUSELAS (BRU),No informado
2025-11-16,21:10,RYR7267,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-16,21:15,RYR7470,MILAN /MALPENSA (MXP),No informado
2025-11-16,21:20,TVS1054,PRAGA (PRG),No informado
2025-11-16,21:20,EWG3014,PRAGA (PRG),No informado
2025-11-16,21:35,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-16,21:50,VLG3954,PALMA DE MALLORCA (PMI),No informado
2025-11-16,21:50,IBE5550,PALMA DE MALLORCA (PMI),No informado
2025-11-16,22:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-16,22:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-16,22:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-16,22:00,VLG5776,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-16,22:20,VLG5841,MENORCA (MAH),No informado
2025-11-16,22:20,IBE2441,MENORCA (MAH),No informado
2025-11-16,22:40,RYR6325,LONDRES /STANSTED (STN),No informado
2025-11-16,22:55,RYR1611,BARI /PALESE (BRI),No informado
2025-11-16,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-16,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-16,23:25,VLG5831,IBIZA (IBZ),No informado
2025-11-16,23:25,IBE2431,IBIZA (IBZ),No informado
2025-11-16,23:30,UAE4896,LISBOA (LIS),No informado
2025-11-16,23:30,RZO8728,LISBOA (LIS),No informado
2025-11-16,23:30,LOT4712,LISBOA (LIS),No informado
2025-11-16,23:30,AZU7290,LISBOA (LIS),No informado
2025-11-16,23:30,TAP1096,LISBOA (LIS),No informado
2025-11-16,23:30,ACA2673,LISBOA (LIS),No informado
2025-11-16,23:35,RYR7201,GRAN CANARIA (LPA),No informado
2025-11-16,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-16,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-16,23:35,VLG5780,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-17,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,IBE1083,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,QTR6884,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,JAL9407,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,FIN5609,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,AVA6096,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,VLG5312,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:05,RAM5441,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,00:10,RYR3791,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-17,00:15,IBE2404,PALMA DE MALLORCA (PMI),No informado
2025-11-17,00:15,VLG5980,PALMA DE MALLORCA (PMI),No informado
2025-11-17,00:20,IBE5681,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,00:20,QTR3675,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,00:20,VLG8350,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,00:25,RYR4728,MILAN/BERGAMO (BGY),No informado
2025-11-17,00:35,IBE5732,BRUSELAS (BRU),No informado
2025-11-17,00:35,VLG8921,BRUSELAS (BRU),No informado
2025-11-17,00:55,RYR1772,DUBLIN (DUB),No informado
2025-11-17,07:45,SWR2130,GINEBRA (GVA),No informado
2025-11-17,08:00,RYR1003,ROMA /FIUMICINO (FCO),No informado
2025-11-17,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,08:05,ETD7519,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,08:05,AMX6982,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-17,08:15,VLG5782,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-17,08:20,RYR1848,MEMMINGEN (FMM),No informado
2025-11-17,08:40,VOE3536,BILBAO (BIO),No informado
2025-11-17,08:45,IBE5546,PALMA DE MALLORCA (PMI),No informado
2025-11-17,08:45,VLG3950,PALMA DE MALLORCA (PMI),No informado
2025-11-17,09:00,RYR4728,MILAN/BERGAMO (BGY),No informado
2025-11-17,09:05,WZZ2385,BUDAPEST (BUD),No informado
2025-11-17,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,09:05,QTR6923,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,09:05,AAL8715,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,09:05,IBE1079,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,09:05,VLG5580,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,09:05,RYR4741,POZNAN /LAWICA (POZ),No informado
2025-11-17,09:10,IBE2433,IBIZA (IBZ),No informado
2025-11-17,09:10,EJU5103,BERLIN BRANDENBURG (BER),No informado
2025-11-17,09:10,VLG5833,IBIZA (IBZ),No informado
2025-11-17,09:15,RYR2206,SEVILLA (SVQ),No informado
2025-11-17,09:35,TRA5105,EINDHOVEN (EIN),No informado
2025-11-17,09:55,TRA6337,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,09:55,KLM2523,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,09:55,RYR1714,NANTES-ATLANTIQUE (NTE),No informado
2025-11-17,10:15,RYR1444,MILAN /MALPENSA (MXP),No informado
2025-11-17,10:55,THY1301,ESTAMBUL (IST),No informado
2025-11-17,11:10,TAP1092,LISBOA (LIS),No informado
2025-11-17,11:10,ETD2757,LISBOA (LIS),No informado
2025-11-17,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado
2025-11-17,11:10,AZU7351,LISBOA (LIS),No informado
2025-11-17,11:10,RZO8055,LISBOA (LIS),No informado
2025-11-17,11:20,TVF4620,PARIS /ORLY (ORY),No informado
2025-11-17,11:20,NMA1082,(CAI),No informado
2025-11-17,11:30,IBE5674,PARIS /ORLY (ORY),No informado
2025-11-17,11:30,VLG8153,PARIS /ORLY (ORY),No informado
2025-11-17,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado
2025-11-17,11:35,RYR2257,KOELN/BONN (CGN),No informado
2025-11-17,11:45,VOE2656,LYON (LYS),No informado
2025-11-17,11:50,IBE2402,PALMA DE MALLORCA (PMI),No informado
2025-11-17,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-17,12:05,SWR2140,ZURICH (ZRH),No informado
2025-11-17,12:10,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-17,12:10,RYR1736,LONDRES /STANSTED (STN),No informado
2025-11-17,12:10,DLH1160,FRANKFURT (FRA),No informado
2025-11-17,12:15,RYR1710,OPORTO (OPO),No informado
2025-11-17,12:20,RYR138,BERLIN BRANDENBURG (BER),No informado
2025-11-17,12:20,RYR1768,LISBOA (LIS),No informado
2025-11-17,12:25,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,12:25,VLG8352,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,12:30,RYR1740,DUBLIN (DUB),No informado
2025-11-17,12:45,IBE2391,SEVILLA (SVQ),No informado
2025-11-17,12:45,VLG5791,SEVILLA (SVQ),No informado
2025-11-17,12:45,RYR6836,NAPOLES (NAP),No informado
2025-11-17,13:00,RYR952,PISA / GALILEO GALILEI (PSA),No informado
2025-11-17,13:35,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-17,13:45,VLG5713,BILBAO (BIO),No informado
2025-11-17,13:45,IBE2313,BILBAO (BIO),No informado
2025-11-17,14:00,EZS1371,GINEBRA (GVA),No informado
2025-11-17,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado
2025-11-17,14:20,RYR643,LONDRES /STANSTED (STN),No informado
2025-11-17,14:30,TVF4624,PARIS /ORLY (ORY),No informado
2025-11-17,14:35,RYR618,TRIESTE (TRS),No informado
2025-11-17,14:40,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-17,14:55,RYR9001,PARIS /BEAUVAIS-TILLE (BVA),No informado
2025-11-17,15:05,MSC3724,(CAI),No informado
2025-11-17,15:15,RYR7215,PALMA DE MALLORCA (PMI),No informado
2025-11-17,15:25,EZS1031,BASEL /MULHOUSE (BSL),No informado
2025-11-17,15:35,RYR9380,BIRMINGHAM / INTERNACIONAL (BHX),No informado
2025-11-17,15:35,RYR2259,TURIN (TRN),No informado
2025-11-17,15:40,RYR5372,FEZ /SAIS (FEZ),No informado
2025-11-17,15:45,VLG5969,SEVILLA (SVQ),No informado
2025-11-17,15:45,IBE2395,SEVILLA (SVQ),No informado
2025-11-17,15:50,BAW410,LONDRES / HEATHROW (LHR),No informado
2025-11-17,16:00,VLG5841,MENORCA (MAH),No informado
2025-11-17,16:00,IBE2441,MENORCA (MAH),No informado
2025-11-17,16:05,VLG3966,BILBAO (BIO),No informado
2025-11-17,16:05,IBE5847,BILBAO (BIO),No informado
2025-11-17,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,16:15,ASL7495,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,ITY2403,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,ETD7591,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,CES4976,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,MEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:15,AMX6858,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,16:50,VOE3582,ASTURIAS (OVD),No informado
2025-11-17,17:05,LAN1718,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,VLG5582,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,AVA6104,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,RAM5440,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,IBE1081,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:05,AAL8714,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado
2025-11-17,17:10,DLH1162,FRANKFURT (FRA),No informado
2025-11-17,17:10,THY1313,ESTAMBUL (IST),No informado
2025-11-17,17:20,IBE5732,BRUSELAS (BRU),No informado
2025-11-17,17:20,VLG8921,BRUSELAS (BRU),No informado
2025-11-17,17:25,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado
2025-11-17,17:25,RYR4631,MILAN/BERGAMO (BGY),No informado
2025-11-17,17:30,TAP1094,LISBOA (LIS),No informado
2025-11-17,17:30,AZU7352,LISBOA (LIS),No informado
2025-11-17,17:30,ACA2673,LISBOA (LIS),No informado
2025-11-17,17:30,VLG1175,GRAN CANARIA (LPA),No informado
2025-11-17,17:30,ETD2758,LISBOA (LIS),No informado
2025-11-17,17:30,EWG9538,DUSSELDORF (DUS),No informado
2025-11-17,17:30,LOT4712,LISBOA (LIS),No informado
2025-11-17,17:30,RZO8732,LISBOA (LIS),No informado
2025-11-17,17:30,IBE5247,GRAN CANARIA (LPA),No informado
2025-11-17,17:35,LHX1842,MUNICH (MUC),No informado
2025-11-17,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-17,18:00,RYR616,IBIZA (IBZ),No informado
2025-11-17,18:30,IBB5802,GRAN CANARIA (LPA),No informado
2025-11-17,18:35,RYR1131,NUREMBERG (NUE),No informado
2025-11-17,18:40,RYR641,MANCHESTER (MAN),No informado
2025-11-17,18:50,EJU7899,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,18:55,SWR2146,ZURICH (ZRH),No informado
2025-11-17,18:55,RYR2217,MARRAKECH (RAK),No informado
2025-11-17,19:10,RYR7340,VIENA (VIE),No informado
2025-11-17,19:10,LGL763,LUXEMBURGO (LUX),No informado
2025-11-17,19:20,RYR2229,CRACOVIA (KRK),No informado
2025-11-17,19:30,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,19:30,IBE5676,PARIS /ORLY (ORY),No informado
2025-11-17,19:30,VLG8155,PARIS /ORLY (ORY),No informado
2025-11-17,19:30,KLM2659,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,19:45,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-17,19:45,VLG3103,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado
2025-11-17,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado
2025-11-17,20:00,IBE2376,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-17,20:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-17,20:00,VLG5776,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-17,20:00,WMT3411,CLUJ NAPOCA/SOMESENI (CLJ),No informado
2025-11-17,20:00,FIN5583,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado
2025-11-17,20:05,IBE2393,SEVILLA (SVQ),No informado
2025-11-17,20:05,VLG5793,SEVILLA (SVQ),No informado
2025-11-17,20:25,RYR2147,BRUSELAS /CHARLEROI (CRL),No informado
2025-11-17,20:30,RYR2301,BUDAPEST (BUD),No informado
2025-11-17,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado
2025-11-17,20:35,RYR1971,TENERIFE SUR (TFS),No informado
2025-11-17,20:35,BEL3751,BRUSELAS (BRU),No informado
2025-11-17,20:40,RYR620,BOLONIA (BLQ),No informado
2025-11-17,20:45,IBE5552,SEVILLA (SVQ),No informado
2025-11-17,20:45,VLG3964,SEVILLA (SVQ),No informado
2025-11-17,21:05,VLG5800,PALMA DE MALLORCA (PMI),No informado
2025-11-17,21:05,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado
2025-11-17,21:05,IBE2400,PALMA DE MALLORCA (PMI),No informado
2025-11-17,21:10,VOE3816,A CORUÑA (LCG),No informado
2025-11-17,21:20,EWG3014,PRAGA (PRG),No informado
2025-11-17,21:20,TVS1054,PRAGA (PRG),No informado
2025-11-17,21:40,RYR1770,MARSELLA (MRS),No informado
2025-11-17,21:45,RYR6415,PESCARA (PSR),No informado
2025-11-17,21:55,RYR7470,MILAN /MALPENSA (MXP),No informado
2025-11-17,22:00,RYR2646,OPORTO (OPO),No informado
2025-11-17,22:10,RYR1611,BARI /PALESE (BRI),No informado
2025-11-17,22:25,RYR1718,EINDHOVEN (EIN),No informado
2025-11-17,22:35,RYR2208,SEVILLA (SVQ),No informado
2025-11-17,22:40,BAW8067,LONDRES /GATWICK (LGW),No informado
2025-11-17,22:40,IBE5697,LONDRES /GATWICK (LGW),No informado
2025-11-17,22:40,VLG8473,LONDRES /GATWICK (LGW),No informado
2025-11-17,22:55,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado
2025-11-17,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado
2025-11-17,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado
2025-11-17,23:15,RYR6325,LONDRES /STANSTED (STN),No informado
2025-11-17,23:20,RYR999,ROMA /FIUMICINO (FCO),No informado
2025-11-17,23:30,RYR4663,MILAN/BERGAMO (BGY),No informado
2025-11-17,23:35,IBE2406,PALMA DE MALLORCA (PMI),No informado
2025-11-17,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado
2025-11-17,23:35,VLG5937,PALMA DE MALLORCA (PMI),No informado
2025-11-17,23:35,QTR8074,MALAGA-COSTA DEL SOL (AGP),No informado
