"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"icao";"iata";"numero_vuelo"
"2025-11-15";"10:45";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-15";"10:55";"RYR2206";"SEVILLA (SVQ)";"No informado";"Mañana";"RYR";"SVQ";"2206"
"2025-11-15";"11:00";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"RYR";"BGY";"4631"
"2025-11-15";"11:35";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Mañana";"RYR";"CRL";"1687"
"2025-11-15";"11:40";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"993"
"2025-11-15";"11:55";"RYR1740";"DUBLIN (DUB)";"No informado";"Mañana";"RYR";"DUB";"1740"
"2025-11-15";"12:05";"VLG5831";"IBIZA (IBZ)";"No informado";"Tarde";"VLG";"IBZ";"5831"
"2025-11-15";"12:05";"RYR1131";"NUREMBERG (NUE)";"No informado";"Tarde";"RYR";"NUE";"1131"
"2025-11-15";"12:20";"DLH1160";"FRANKFURT (FRA)";"No informado";"Tarde";"DLH";"FRA";"1160"
"2025-11-15";"12:35";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"RYR";"BUD";"2301"
"2025-11-15";"12:35";"RYR7201";"GRAN CANARIA (LPA)";"No informado";"Tarde";"RYR";"LPA";"7201"
"2025-11-15";"13:35";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"RYR";"PMI";"7215"
"2025-11-15";"13:45";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"VOE";"OVD";"3582"
"2025-11-15";"13:50";"IBE2391";"SEVILLA (SVQ)";"No informado";"Tarde";"IBE";"SVQ";"2391"
"2025-11-15";"13:50";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Tarde";"RYR";"STN";"643"
"2025-11-15";"15:00";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"RYR";"OPO";"1710"
"2025-11-15";"15:40";"RYR681";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"RYR";"AGP";"681"
"2025-11-15";"15:45";"IBE2441";"MENORCA (MAH)";"No informado";"Tarde";"IBE";"MAH";"2441"
"2025-11-15";"16:00";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"RYR";"MXP";"1444"
"2025-11-15";"16:30";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"RYR";"BGY";"497"
"2025-11-15";"16:35";"RYR2217";"MARRAKECH (RAK)";"No informado";"Tarde";"RYR";"RAK";"2217"
"2025-11-15";"16:50";"RYR616";"IBIZA (IBZ)";"No informado";"Tarde";"RYR";"IBZ";"616"
"2025-11-15";"17:20";"BAW410";"LONDRES / HEATHROW (LHR)";"No informado";"Tarde";"BAW";"LHR";"410"
"2025-11-15";"17:40";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Tarde";"RYR";"TSF";"6248"
"2025-11-15";"17:40";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"VLG";"PMI";"3952"
"2025-11-15";"17:40";"RZO8732";"LISBOA (LIS)";"No informado";"Tarde";"RZO";"LIS";"8732"
"2025-11-15";"18:20";"RYR1848";"MEMMINGEN (FMM)";"No informado";"Noche";"RYR";"FMM";"1848"
"2025-11-15";"18:30";"RYR1714";"NANTES-ATLANTIQUE (NTE)";"No informado";"Noche";"RYR";"NTE";"1714"
"2025-11-15";"18:30";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Noche";"RYR";"FKB";"1780"
"2025-11-15";"19:00";"RYR618";"TRIESTE (TRS)";"No informado";"Noche";"RYR";"TRS";"618"
"2025-11-15";"19:20";"BEL3751";"BRUSELAS (BRU)";"No informado";"Noche";"BEL";"BRU";"3751"
"2025-11-15";"19:20";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"RYR";"BRI";"1611"
"2025-11-15";"20:00";"RYR6836";"NAPOLES (NAP)";"No informado";"Noche";"RYR";"NAP";"6836"
"2025-11-15";"21:30";"RYR3488";"LANZAROTE CÉSAR MANRIQUE (ACE)";"No informado";"Noche";"RYR";"ACE";"3488"
"2025-11-15";"22:20";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Noche";"RYR";"CGN";"2257"
"2025-11-15";"22:25";"RYR7373";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"RYR";"PMI";"7373"
"2025-11-15";"22:40";"RYR1971";"TENERIFE SUR (TFS)";"No informado";"Noche";"RYR";"TFS";"1971"
"2025-11-15";"22:45";"RYR2208";"SEVILLA (SVQ)";"No informado";"Noche";"RYR";"SVQ";"2208"
"2025-11-15";"23:05";"RYR1736";"LONDRES /STANSTED (STN)";"No informado";"Noche";"RYR";"STN";"1736"
"2025-11-15";"23:10";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"RYR";"CRL";"2147"
"2025-11-15";"23:15";"DLH1164";"FRANKFURT (FRA)";"No informado";"Noche";"DLH";"FRA";"1164"
"2025-11-15";"23:45";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"RYR";"MXP";"7470"
"2025-11-16";"00:25";"RYR9237";"SOFIA (SOF)";"No informado";"Madrugada";"RYR";"SOF";"9237"
"2025-11-16";"07:55";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Mañana";"RYR";"MXP";"1444"
"2025-11-16";"08:10";"EWG2530";"STUTTGART (STR)";"No informado";"Mañana";"EWG";"STR";"2530"
"2025-11-16";"08:25";"RYR5540";"TANGER (TNG)";"No informado";"Mañana";"RYR";"TNG";"5540"
"2025-11-16";"08:55";"EWG9538";"DUSSELDORF (DUS)";"No informado";"Mañana";"EWG";"DUS";"9538"
"2025-11-16";"09:25";"RYR2080";"TOULOUSE (TLS)";"No informado";"Mañana";"RYR";"TLS";"2080"
"2025-11-16";"09:30";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"TRA";"EIN";"5105"
"2025-11-16";"09:40";"RYR616";"IBIZA (IBZ)";"No informado";"Mañana";"RYR";"IBZ";"616"
"2025-11-16";"09:45";"TRA6335";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"TRA";"AMS";"6335"
"2025-11-16";"09:50";"WMT3185";"BUCAREST (OTP)";"No informado";"Mañana";"WMT";"OTP";"3185"
"2025-11-16";"10:15";"VOE2436";"BURDEOS (BOD)";"No informado";"Mañana";"VOE";"BOD";"2436"
"2025-11-16";"10:25";"RYR643";"LONDRES /STANSTED (STN)";"No informado";"Mañana";"RYR";"STN";"643"
"2025-11-16";"10:30";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Mañana";"VLG";"LPA";"1175"
"2025-11-16";"10:35";"RYR5034";"MARRAKECH (RAK)";"No informado";"Mañana";"RYR";"RAK";"5034"
"2025-11-16";"10:45";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"RYR";"FCO";"1003"
"2025-11-16";"11:50";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"SWR";"ZRH";"2140"
"2025-11-16";"12:45";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"RYR";"BUD";"2301"
"2025-11-16";"13:15";"RYR2229";"CRACOVIA (KRK)";"No informado";"Tarde";"RYR";"KRK";"2229"
"2025-11-16";"13:15";"IBE5405";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Tarde";"IBE";"TFN";"5405"
"2025-11-17";"11:20";"NMA1082";"(CAI)";"No informado";"Mañana";"NMA";"CAI";"1082"
"2025-11-17";"15:05";"MSC3724";"(CAI)";"No informado";"Tarde";"MSC";"CAI";"3724"
"2025-11-19";"15:00";"VLG5793";"SEVILLA (SVQ)";"No informado";"Tarde";"VLG";"SVQ";"5793"
"2025-11-20";"20:00";"ASL9030";"BELGRADO (BEG)";"No informado";"Noche";"ASL";"BEG";"9030"
"2025-11-22";"12:25";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Tarde";"VLG";"LGW";"8473"
