Año,Mes,País,Compañía,ICAO,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2022,4,HOLANDA,IBERIA,IBE,0,0,0
2022,4,HOLANDA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,4,ITALIA,IBERIA,IBE,0,0,0
2022,4,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,4,PORTUGAL,IBERIA,IBE,0,0,0
2022,4,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2022,3,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2022,3,BELGICA,IBERIA,IBE,0,0,0
2022,3,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2022,3,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2022,3,ESPAÑA,AVIANCA,AVA,0,0,0
2022,3,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2022,3,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2022,3,ESPAÑA,HAINAN AIRLINES Co. Ltd,CHH,0,0,0
2022,3,ESPAÑA,IBERIA,IBE,0,0,0
2022,3,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2022,3,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2022,3,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,3,FRANCIA,IBERIA,IBE,0,0,0
2022,3,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2022,3,HOLANDA,IBERIA,IBE,0,0,0
2022,3,HOLANDA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,3,ITALIA,IBERIA,IBE,0,0,0
2022,3,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,3,PORTUGAL,IBERIA,IBE,0,0,0
2022,3,UCRANIA,RYANAIR DAC,RYR,0,0,0
2022,2,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2022,2,BELGICA,IBERIA,IBE,0,0,0
2022,2,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2022,2,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2022,2,ESPAÑA,AVIANCA,AVA,0,0,0
2022,2,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2022,2,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2022,2,ESPAÑA,HAINAN AIRLINES Co. Ltd,CHH,0,0,0
2022,2,ESPAÑA,IBERIA,IBE,0,0,0
2022,2,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2022,2,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2022,2,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,2,FRANCIA,IBERIA,IBE,0,0,0
2022,2,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2022,2,HOLANDA,IBERIA,IBE,0,0,0
2022,2,HOLANDA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,2,ITALIA,IBERIA,IBE,0,0,0
2022,2,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,2,PORTUGAL,IBERIA,IBE,0,0,0
2022,1,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2022,1,BELGICA,IBERIA,IBE,0,0,0
2022,1,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2022,1,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2022,1,ESPAÑA,AVIANCA,AVA,0,0,0
2022,1,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2022,1,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2022,1,ESPAÑA,HAINAN AIRLINES Co. Ltd,CHH,0,0,0
2022,1,ESPAÑA,IBERIA,IBE,0,0,0
2022,1,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2022,1,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2022,1,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,1,FRANCIA,IBERIA,IBE,0,0,0
2022,1,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2022,1,HOLANDA,IBERIA,IBE,0,0,0
2022,1,HOLANDA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,1,ITALIA,IBERIA,IBE,0,0,0
2022,1,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2022,1,MARRUECOS,ROYAL AIR MAROC,RAM,0,0,0
2023,9,FRANCIA,ASL AIRLINES BELGIUM,TAY,0,1,0
2023,1,ALEMANIA,MAERSK AIR CARGO A/S,SRR,0,1,0
2023,12,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,12,BELGICA,IBERIA,IBE,0,0,0
2023,12,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,12,ESPAÑA,AIR SERBIA,ASL,0,0,0
2023,12,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,12,ESPAÑA,AVIANCA,AVA,0,0,0
2023,12,ESPAÑA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,12,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,12,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,12,ESPAÑA,IBERIA,IBE,0,0,0
2023,12,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,12,ESPAÑA,JAPAN AIRLINES,JAL,0,0,0
2023,12,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,12,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,12,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,12,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,12,ESPAÑA,ROYAL AIR MAROC,RAM,0,0,0
2023,12,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,12,ESPAÑA,TAROM (ROMANIAN AIR TRANSPORT),ROT,0,0,0
2023,12,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,12,FRANCIA,IBERIA,IBE,0,0,0
2023,12,FRANCIA,WESTJET AIRLINES LTD,WJA,0,0,0
2023,12,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,12,HOLANDA,CHINA AIRLINES,CAL,0,0,0
2023,12,HOLANDA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,12,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,12,HOLANDA,IBERIA,IBE,0,0,0
2023,12,HOLANDA,XIAMEN AIRLINES ,CXA,0,0,0
2023,12,ITALIA,IBERIA,IBE,0,0,0
2023,12,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,12,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,12,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,12,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,12,PORTUGAL,EMIRATES,UAE,0,0,0
2023,12,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,12,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,12,REPUBLICA CHECA,EUROWINGS GMBH,EWG,0,0,0
2023,11,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,11,BELGICA,IBERIA,IBE,0,0,0
2023,11,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,11,ESPAÑA,AIR SERBIA,ASL,0,0,0
2023,11,ESPAÑA,"ALITALIA, SOCIETÀ AEREA ITALIA",AZA,0,0,0
2023,11,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,11,ESPAÑA,AVIANCA,AVA,0,0,0
2023,11,ESPAÑA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,11,ESPAÑA,EMIRATES,UAE,0,0,0
2023,11,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,11,ESPAÑA,FEDERAL EXPRESS CORPORATION (F,FDX,0,0,0
2023,11,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,11,ESPAÑA,IBERIA,IBE,0,0,0
2023,11,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,11,ESPAÑA,JAPAN AIR COMMUTER Co. Ltd,JAC,0,0,0
2023,11,ESPAÑA,JAPAN AIRLINES,JAL,0,0,0
2023,11,ESPAÑA,"KOREAN AIR LINES CO, LTD.",KAL,0,0,0
2023,11,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,11,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,11,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,11,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,11,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,11,ESPAÑA,TAROM (ROMANIAN AIR TRANSPORT),ROT,0,0,0
2023,11,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,11,FRANCIA,IBERIA,IBE,0,0,0
2023,11,FRANCIA,WESTJET AIRLINES LTD,WJA,0,0,0
2023,11,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,11,HOLANDA,CHINA AIRLINES,CAL,0,0,0
2023,11,HOLANDA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,11,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,11,HOLANDA,IBERIA,IBE,0,0,0
2023,11,HOLANDA,XIAMEN AIRLINES ,CXA,0,0,0
2023,11,ITALIA,IBERIA,IBE,0,0,0
2023,11,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,11,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,11,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,11,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,11,PORTUGAL,EMIRATES,UAE,0,0,0
2023,11,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,11,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,11,REPUBLICA CHECA,EUROWINGS GMBH,EWG,0,0,0
2023,10,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,10,BELGICA,IBERIA,IBE,0,0,0
2023,10,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,10,ESPAÑA,AIR SERBIA,ASL,0,0,0
2023,10,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,10,ESPAÑA,AVIANCA,AVA,0,0,0
2023,10,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,10,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,10,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,10,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,10,ESPAÑA,IBERIA,IBE,0,0,0
2023,10,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,10,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,10,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,10,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,10,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,10,ESPAÑA,ROYAL AIR MAROC,RAM,0,0,0
2023,10,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,10,ESPAÑA,TAROM (ROMANIAN AIR TRANSPORT),ROT,0,0,0
2023,10,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,10,FRANCIA,IBERIA,IBE,0,0,0
2023,10,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,10,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,10,HOLANDA,IBERIA,IBE,0,0,0
2023,10,ITALIA,IBERIA,IBE,0,0,0
2023,10,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,10,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,10,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,10,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,10,PORTUGAL,EMIRATES,UAE,0,0,0
2023,10,PORTUGAL,LOT-POLSKIE LINIE LOTNICZE,LOT,0,0,0
2023,10,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,10,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,10,REPUBLICA CHECA,EUROWINGS GMBH,EWG,0,0,0
2023,10,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,9,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,9,BELGICA,IBERIA,IBE,0,0,0
2023,9,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,9,ESPAÑA,AVIANCA,AVA,0,0,0
2023,9,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,9,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,9,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,9,ESPAÑA,IBERIA,IBE,0,0,0
2023,9,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,9,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,9,ESPAÑA,ROYAL AIR MAROC,RAM,0,0,0
2023,9,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,9,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,9,FRANCIA,IBERIA,IBE,0,0,0
2023,9,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,9,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,9,HOLANDA,IBERIA,IBE,0,0,0
2023,9,ITALIA,IBERIA,IBE,0,0,0
2023,9,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,9,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,9,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,9,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,9,PORTUGAL,EMIRATES,UAE,0,0,0
2023,9,PORTUGAL,LOT-POLSKIE LINIE LOTNICZE,LOT,0,0,0
2023,9,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,9,PORTUGAL,"VUELING AIRLINES, S.A.",VLG,0,0,0
2023,9,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,9,REPUBLICA CHECA,EUROWINGS GMBH,EWG,0,0,0
2023,9,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,8,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,8,BELGICA,IBERIA,IBE,0,0,0
2023,8,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,8,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,8,ESPAÑA,AVIANCA,AVA,0,0,0
2023,8,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,8,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,8,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,8,ESPAÑA,IBERIA,IBE,0,0,0
2023,8,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,8,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,8,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,8,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,8,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,8,ESPAÑA,ROYAL AIR MAROC,RAM,0,0,0
2023,8,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,8,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,8,FRANCIA,IBERIA,IBE,0,0,0
2023,8,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,8,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,8,HOLANDA,IBERIA,IBE,0,0,0
2023,8,ITALIA,IBERIA,IBE,0,0,0
2023,8,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,8,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,8,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,8,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,8,PORTUGAL,EMIRATES,UAE,0,0,0
2023,8,PORTUGAL,LOT-POLSKIE LINIE LOTNICZE,LOT,0,0,0
2023,8,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,8,PORTUGAL,"VUELING AIRLINES, S.A.",VLG,0,0,0
2023,8,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,8,REPUBLICA CHECA,EUROWINGS GMBH,EWG,0,0,0
2023,8,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,7,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,7,BELGICA,IBERIA,IBE,0,0,0
2023,7,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,7,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,7,ESPAÑA,AVIANCA,AVA,0,0,0
2023,7,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,7,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,7,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,7,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,7,ESPAÑA,IBERIA,IBE,0,0,0
2023,7,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,7,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,7,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,7,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,7,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,7,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,7,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,7,FRANCIA,IBERIA,IBE,0,0,0
2023,7,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,7,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,7,HOLANDA,IBERIA,IBE,0,0,0
2023,7,ITALIA,IBERIA,IBE,0,0,0
2023,7,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,7,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,7,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,7,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,7,PORTUGAL,EMIRATES,UAE,0,0,0
2023,7,PORTUGAL,LOT-POLSKIE LINIE LOTNICZE,LOT,0,0,0
2023,7,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,7,PORTUGAL,"VUELING AIRLINES, S.A.",VLG,0,0,0
2023,7,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,7,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,6,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,6,BELGICA,IBERIA,IBE,0,0,0
2023,6,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,6,ESPAÑA,AVIANCA,AVA,0,0,0
2023,6,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,6,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,6,ESPAÑA,IBERIA,IBE,0,0,0
2023,6,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,6,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,6,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,6,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,6,FRANCIA,IBERIA,IBE,0,0,0
2023,6,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,6,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,6,HOLANDA,IBERIA,IBE,0,0,0
2023,6,ITALIA,IBERIA,IBE,0,0,0
2023,6,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,6,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,6,PORTUGAL,AIR CANADA,ACA,0,0,0
2023,6,PORTUGAL,AZUL LINHAS AEREAS BRASILEIRAS,AZU,0,0,0
2023,6,PORTUGAL,EMIRATES,UAE,0,0,0
2023,6,PORTUGAL,LOT-POLSKIE LINIE LOTNICZE,LOT,0,0,0
2023,6,PORTUGAL,SATA INTERNACIONAL - AZORES AI,RZO,0,0,0
2023,6,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,6,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,5,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,5,BELGICA,IBERIA,IBE,0,0,0
2023,5,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,5,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,5,ESPAÑA,AVIANCA,AVA,0,0,0
2023,5,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,5,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,5,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,5,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,5,ESPAÑA,IBERIA,IBE,0,0,0
2023,5,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,5,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,5,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,5,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,5,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,5,ESPAÑA,ROYAL AIR MAROC,RAM,0,0,0
2023,5,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,5,FRANCIA,IBERIA,IBE,0,0,0
2023,5,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,5,HOLANDA,CHINA AIRLINES,CAL,0,0,0
2023,5,HOLANDA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,5,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,5,HOLANDA,IBERIA,IBE,0,0,0
2023,5,HOLANDA,XIAMEN AIRLINES ,CXA,0,0,0
2023,5,ITALIA,IBERIA,IBE,0,0,0
2023,5,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,5,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,5,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,5,REPUBLICA DE SERBIA,AIR EUROPA,AEA,0,0,0
2023,4,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,4,BELGICA,IBERIA,IBE,0,0,0
2023,4,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,4,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,4,ESPAÑA,AVIANCA,AVA,0,0,0
2023,4,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,4,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,4,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
2023,4,ESPAÑA,FEDERAL EXPRESS CORPORATION (F,FDX,0,0,0
2023,4,ESPAÑA,FINNAIR OYJ,FIN,0,0,0
2023,4,ESPAÑA,IBERIA,IBE,0,0,0
2023,4,ESPAÑA,ITALIA TRASPORTO AEREO S.P.A.,ITY,0,0,0
2023,4,ESPAÑA,KUWAIT AIRWAYS Corp.,KAC,0,0,0
2023,4,ESPAÑA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,4,ESPAÑA,MIDDLE EAST AIRLINES-AIRLIBAN,MEA,0,0,0
2023,4,ESPAÑA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,4,ESPAÑA,"TAAG, LINHAS AEREAS DE ANGOLA",DTA,0,0,0
2023,4,FRANCIA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,4,FRANCIA,FEDERAL EXPRESS CORPORATION (F,FDX,0,0,0
2023,4,FRANCIA,IBERIA,IBE,0,0,0
2023,4,HOLANDA,AIR FRANCE,AFR,0,0,0
2023,4,HOLANDA,CHINA AIRLINES,CAL,0,0,0
2023,4,HOLANDA,CHINA EASTERN AIRLINES,CES,0,0,0
2023,4,HOLANDA,DELTA AIR LINES Inc.,DAL,0,0,0
2023,4,HOLANDA,IBERIA,IBE,0,0,0
2023,4,HOLANDA,XIAMEN AIRLINES ,CXA,0,0,0
2023,4,ITALIA,IBERIA,IBE,0,0,0
2023,4,ITALIA,LINEA AEREA NACIONAL DE CHILE ,LXP,0,0,0
2023,4,ITALIA,QATAR AIRWAYS GROUP Q.C.S.C.,QTR,0,0,0
2023,4,REPUBLICA CHECA,CZECH AIRLINES J.S.C.,CSA,0,0,0
2023,3,ALEMANIA,UNITED AIRLINES INC. SUCURSAL ,UAL,0,0,0
2023,3,BELGICA,IBERIA,IBE,0,0,0
2023,3,ESPAÑA,"AEROVIAS DE MEXICO, S.A. DE C.",AMX,0,0,0
2023,3,ESPAÑA,AMERICAN AIRLINES INC.,AAL,0,0,0
2023,3,ESPAÑA,AVIANCA,AVA,0,0,0
2023,3,ESPAÑA,BRITISH AIRWAYS,BAW,0,0,0
2023,3,ESPAÑA,CATHAY PACIFIC AIRWAYS LTD.,CPA,0,0,0
2023,3,ESPAÑA,ETIHAD AIRWAYS,ETD,0,0,0
