Año,Mes,País,Aeropuerto,IATA,Pasajeros,Vuelos,Ratio_Pax_Vuelo
2023,1,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,2856,18,158.67
2023,1,ALEMANIA,BERLIN BRANDENBURG,BER,2611,16,163.19
2023,1,ALEMANIA,NUREMBERG,NUE,1504,9,167.11
2023,1,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,1423,9,158.11
2023,1,ALEMANIA,DUSSELDORF,DUS,786,6,131
2023,1,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,327,3,109
2023,1,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,12091,104,116.26
2023,1,HOLANDA,EINDHOVEN,EIN,5206,34,153.12
2023,1,HOLANDA,ROTTERDAM,RTM,1291,10,129.1
2023,1,PORTUGAL,LISBOA,LIS,9206,92,100.07
2023,1,PORTUGAL,OPORTO,OPO,2850,18,158.33
2023,1,BELGICA,BRUSELAS,BRU,6915,44,157.16
2023,1,BELGICA,BRUSELAS/CHARLEROI,CRL,3629,23,157.78
2023,1,BELGICA,LIEGE /BIERSET,LGG,0,8,0
2023,1,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4761,21,226.71
2023,1,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,2293,10,229.3
2023,1,RUMANIA,TIMISOARA,TSR,1614,9,179.33
2023,1,MARRUECOS,MARRAKECH /MENARA,RAK,2490,14,177.86
2023,1,MARRUECOS,TANGER /BOUKHALEF,TNG,2302,16,143.88
2023,1,MARRUECOS,FEZ/SAIS,FEZ,1565,9,173.89
2023,1,MARRUECOS,AGADIR/AL MASSIRA,AGA,1215,8,151.88
2023,1,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1036,22,47.09
2023,1,IRLANDA,DUBLIN,DUB,4596,28,164.14
2023,1,IRLANDA,CORK,ORK,1396,9,155.11
2023,1,TURQUIA,ISTANBUL HAVALIMANI,IST,5858,45,130.18
2023,1,POLONIA,CHOPINA W WARSZAWIE,WAW,2054,9,228.22
2023,1,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,1694,9,188.22
2023,1,POLONIA,GDANSK/REBIECHOWO,GDN,1672,9,185.78
2023,1,SUIZA,ZURICH,ZRH,3587,32,112.09
2023,1,SUIZA,GINEBRA/COINTRIN,GVA,870,9,96.67
2023,1,AUSTRIA,VIENA  /INTERNACIONAL,VIE,2482,20,124.1
2023,1,BULGARIA,SOFIA ,SOF,2364,12,197
2023,1,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,1446,8,180.75
2023,1,SUECIA,ESTOCOLMO/ARLANDA,ARN,1150,7,164.29
2023,1,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1057,9,117.44
2023,1,EGIPTO,EL CAIRO / INTERNACIONAL,CAI,693,5,138.6
2024,12,ESPAÑA,PALMA DE MALLORCA,PMI,23177,175,132.44
2024,12,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,13668,152,89.92
2024,12,ESPAÑA,SEVILLA,SVQ,11795,91,129.62
2024,12,ESPAÑA,IBIZA,IBZ,9936,102,97.41
2024,12,ESPAÑA,BILBAO,BIO,9193,76,120.96
2024,12,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,7009,51,137.43
2024,12,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,6595,40,164.88
2024,12,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,5585,69,80.94
2024,12,ESPAÑA,GRAN CANARIA,LPA,5508,39,141.23
2024,12,ESPAÑA,ASTURIAS,OVD,3446,30,114.87
2024,12,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,2165,14,154.64
2024,12,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1546,9,171.78
2024,12,ESPAÑA,TENERIFE SUR,TFS,1283,9,142.56
2024,12,ESPAÑA,VIGO,VGO,1163,16,72.69
2024,12,ESPAÑA,A CORUÑA,LCG,1111,9,123.44
2024,12,ESPAÑA,MENORCA,MAH,1005,20,50.25
2024,12,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,977,18,54.28
2024,12,ESPAÑA,SAN SEBASTIÁN,EAS,738,8,92.25
2024,12,ESPAÑA,VALLADOLID,VLL,467,5,93.4
2024,12,ESPAÑA,VITORIA,VIT,0,20,0
2024,12,ITALIA,ROMA / FIUMICINO,FCO,19984,121,165.16
2024,12,ITALIA,MILAN /MALPENSA,MXP,11117,70,158.81
2024,12,ITALIA,MILAN/BERGAMO,BGY,8902,57,156.18
2024,12,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,6961,42,165.74
2024,12,ITALIA,TREVISO/S.ANGELO (MIL),TSF,4567,28,163.11
2024,12,ITALIA,PISA / GALILEO GALILEI,PSA,4376,27,162.07
2024,12,ITALIA,TURIN /CITTA DI TORINO,TRN,3127,18,173.72
2024,12,ITALIA,PALERMO /PUNTA RAISI,PMO,1804,11,164
2024,12,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,1783,11,162.09
2024,12,ITALIA,BARI /PALESE,BRI,1775,11,161.36
2024,12,ITALIA,NAPOLES,NAP,1626,9,180.67
2024,12,ITALIA,VENECIA /MARCO POLO,VCE,181,1,181
2024,12,FRANCIA,PARIS /ORLY,ORY,14313,91,157.29
2024,12,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,7651,89,85.97
2024,12,FRANCIA,NANTES / ATLANTIQUE,NTE,3252,20,162.6
2024,12,FRANCIA,MARSELLA,MRS,2929,19,154.16
2024,12,FRANCIA,TOULOUSE /BLAGNAC,TLS,2110,13,162.31
2024,12,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1964,12,163.67
2024,12,FRANCIA,LYON SAINT-EXUPERY,LYS,1742,11,158.36
2024,12,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,8705,54,161.2
2024,12,ALEMANIA,BERLIN BRANDENBURG,BER,5784,34,170.12
2024,12,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,5442,37,147.08
2024,12,ALEMANIA,KOELN/BONN,CGN,3895,43,90.58
2024,12,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,2508,14,179.14
2024,12,ALEMANIA,DUSSELDORF,DUS,2386,19,125.58
2024,12,ALEMANIA,MEMMINGEN,FMM,1679,10,167.9
2024,12,ALEMANIA,NUREMBERG,NUE,1439,8,179.88
2024,12,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,1322,11,120.18
2024,12,REINO UNIDO,LONDRES/GATWICK,LGW,12434,85,146.28
2024,12,REINO UNIDO,LONDRES /STANSTED,STN,10659,63,169.19
2024,12,REINO UNIDO,LONDRES / HEATHROW,LHR,3109,26,119.58
2024,12,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,2897,17,170.41
2024,12,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,1472,9,163.56
2024,12,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,18605,141,131.95
2024,12,HOLANDA,EINDHOVEN,EIN,6468,41,157.76
2024,12,HOLANDA,ROTTERDAM,RTM,1471,10,147.1
2024,12,BELGICA,BRUSELAS,BRU,9935,66,150.53
2024,12,BELGICA,BRUSELAS/CHARLEROI,CRL,6210,36,172.5
2024,12,BELGICA,LIEGE /BIERSET,LGG,0,15,0
2024,12,SUIZA,ZURICH,ZRH,8326,64,130.09
2024,12,SUIZA,GINEBRA/COINTRIN,GVA,2863,25,114.52
2024,12,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,1509,9,167.67
2024,12,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,5458,28,194.93
2024,12,POLONIA,CHOPINA W WARSZAWIE,WAW,3275,18,181.94
2024,12,POLONIA,WROCLAW /STRACHOWICE,WRO,1923,11,174.82
2024,12,POLONIA,GDANSK/REBIECHOWO,GDN,1289,9,143.22
2024,12,PORTUGAL,LISBOA,LIS,5867,60,97.78
2024,12,PORTUGAL,OPORTO,OPO,4460,27,165.19
2024,12,MARRUECOS,MARRAKECH /MENARA,RAK,3723,25,148.92
2024,12,MARRUECOS,TANGER /BOUKHALEF,TNG,2780,18,154.44
2024,12,MARRUECOS,FEZ/SAIS,FEZ,1063,9,118.11
2024,12,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,923,24,38.46
2024,12,TURQUIA,ISTANBUL HAVALIMANI,IST,8088,62,130.45
2024,12,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4109,22,186.77
2024,12,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1903,12,158.58
2024,12,RUMANIA,TIMISOARA,TSR,1431,9,159
2024,12,AUSTRIA,VIENA  /INTERNACIONAL,VIE,6987,43,162.49
2024,12,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,5646,29,194.69
2024,12,IRLANDA,DUBLIN,DUB,3829,22,174.05
2024,12,IRLANDA,CORK,ORK,1596,10,159.6
2024,12,BULGARIA,SOFIA ,SOF,3109,20,155.45
2024,12,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,2384,18,132.44
2024,12,REPUBLICA CHECA,OSTRAVA /MOSNOV,OSR,45,1,45
2024,12,ALBANIA,TIRANA,TIA,1167,9,129.67
2024,12,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,954,9,106
2024,12,LUXEMBURGO,LUXEMBURGO,LUX,853,9,94.78
2024,11,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,19779,181,109.28
2024,11,ESPAÑA,PALMA DE MALLORCA,PMI,19500,162,120.37
2024,11,ESPAÑA,SEVILLA,SVQ,10962,106,103.42
2024,11,ESPAÑA,IBIZA,IBZ,9128,100,91.28
2024,11,ESPAÑA,BILBAO,BIO,7906,79,100.08
2024,11,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,5733,41,139.83
2024,11,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,5621,39,144.13
2024,11,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,5315,74,71.82
2024,11,ESPAÑA,GRAN CANARIA,LPA,4442,39,113.9
2024,11,ESPAÑA,ASTURIAS,OVD,2694,23,117.13
2024,11,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1946,13,149.69
2024,11,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1378,24,57.42
2024,11,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1372,9,152.44
2024,11,ESPAÑA,MENORCA,MAH,1281,22,58.23
2024,11,ESPAÑA,TENERIFE SUR,TFS,1143,9,127
2024,11,ESPAÑA,VIGO,VGO,929,15,61.93
2024,11,ESPAÑA,A CORUÑA,LCG,906,7,129.43
2024,11,ESPAÑA,SAN SEBASTIÁN,EAS,814,9,90.44
2024,11,ESPAÑA,VALLADOLID,VLL,280,3,93.33
2024,11,ESPAÑA,VITORIA,VIT,0,21,0
2024,11,ITALIA,ROMA / FIUMICINO,FCO,15821,112,141.26
2024,11,ITALIA,MILAN /MALPENSA,MXP,8515,67,127.09
2024,11,ITALIA,MILAN/BERGAMO,BGY,7737,61,126.84
2024,11,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,4748,40,118.7
2024,11,ITALIA,TREVISO/S.ANGELO (MIL),TSF,4063,30,135.43
2024,11,ITALIA,PISA / GALILEO GALILEI,PSA,3588,25,143.52
2024,11,ITALIA,TURIN /CITTA DI TORINO,TRN,2400,18,133.33
2024,11,ITALIA,NAPOLES,NAP,1386,9,154
2024,11,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,1318,9,146.44
2024,11,ITALIA,PALERMO /PUNTA RAISI,PMO,1298,9,144.22
2024,11,ITALIA,BARI /PALESE,BRI,1276,9,141.78
2024,11,FRANCIA,PARIS /ORLY,ORY,10645,82,129.82
2024,11,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,6098,82,74.37
2024,11,FRANCIA,NANTES / ATLANTIQUE,NTE,2247,17,132.18
2024,11,FRANCIA,MARSELLA,MRS,2154,18,119.67
2024,11,FRANCIA,TOULOUSE /BLAGNAC,TLS,1539,13,118.38
2024,11,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,1183,10,118.3
2024,11,FRANCIA,LYON SAINT-EXUPERY,LYS,1169,9,129.89
2024,11,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,8285,63,131.51
2024,11,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4301,41,104.9
2024,11,ALEMANIA,BERLIN BRANDENBURG,BER,3655,27,135.37
2024,11,ALEMANIA,DUSSELDORF,DUS,2108,21,100.38
2024,11,ALEMANIA,KOELN/BONN,CGN,1914,32,59.81
2024,11,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,1558,13,119.85
2024,11,ALEMANIA,NUREMBERG,NUE,1088,9,120.89
2024,11,ALEMANIA,MEMMINGEN,FMM,981,9,109
2024,11,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,640,9,71.11
2024,11,ALEMANIA,WEEZE,NRN,145,1,145
2024,11,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,56,1,56
2024,11,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,15315,138,110.98
2024,11,HOLANDA,EINDHOVEN,EIN,6295,49,128.47
2024,11,HOLANDA,ROTTERDAM,RTM,1745,16,109.06
2024,11,REINO UNIDO,LONDRES/GATWICK,LGW,8460,75,112.8
2024,11,REINO UNIDO,LONDRES /STANSTED,STN,8013,64,125.2
2024,11,REINO UNIDO,LONDRES / HEATHROW,LHR,2501,25,100.04
2024,11,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,1745,14,124.64
2024,11,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,1091,9,121.22
2024,11,BELGICA,BRUSELAS,BRU,8254,69,119.62
2024,11,BELGICA,BRUSELAS/CHARLEROI,CRL,4189,35,119.69
2024,11,BELGICA,LIEGE /BIERSET,LGG,0,13,0
2024,11,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,4853,29,167.34
2024,11,POLONIA,CHOPINA W WARSZAWIE,WAW,2914,17,171.41
2024,11,POLONIA,WROCLAW /STRACHOWICE,WRO,1521,10,152.1
2024,11,POLONIA,GDANSK/REBIECHOWO,GDN,1132,9,125.78
2024,11,POLONIA,KATOWICE / PYRZOWICE,KTW,181,1,181
2024,11,POLONIA,VARSOVIA/MODLIN,WMI,148,1,148
2024,11,PORTUGAL,LISBOA,LIS,5689,62,91.76
2024,11,PORTUGAL,OPORTO,OPO,3984,26,153.23
2024,11,TURQUIA,ISTANBUL HAVALIMANI,IST,8528,60,142.13
2024,11,SUIZA,ZURICH,ZRH,5495,57,96.4
2024,11,SUIZA,GINEBRA/COINTRIN,GVA,1770,24,73.75
2024,11,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,960,9,106.67
2024,11,MARRUECOS,MARRAKECH /MENARA,RAK,3489,22,158.59
2024,11,MARRUECOS,TANGER /BOUKHALEF,TNG,2326,17,136.82
2024,11,MARRUECOS,FEZ/SAIS,FEZ,893,8,111.62
2024,11,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,869,21,41.38
2024,11,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4298,21,204.67
2024,11,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,1321,8,165.12
2024,11,RUMANIA,TIMISOARA,TSR,1213,8,151.62
2024,11,AUSTRIA,VIENA  /INTERNACIONAL,VIE,5023,40,125.58
2024,11,IRLANDA,DUBLIN,DUB,3041,22,138.23
2024,11,IRLANDA,CORK,ORK,1007,9,111.89
2024,11,BULGARIA,SOFIA ,SOF,3575,24,148.96
2024,11,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,3466,22,157.55
2024,11,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,1557,18,86.5
2024,11,ALBANIA,TIRANA,TIA,1269,9,141
2024,11,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,890,8,111.25
2024,11,LUXEMBURGO,LUXEMBURGO,LUX,483,9,53.67
2024,10,ESPAÑA,PALMA DE MALLORCA,PMI,30184,246,122.7
2024,10,ESPAÑA,IBIZA,IBZ,16319,146,111.77
2024,10,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,14970,151,99.14
2024,10,ESPAÑA,SEVILLA,SVQ,13476,117,115.18
2024,10,ESPAÑA,BILBAO,BIO,10233,86,118.99
2024,10,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,8948,89,100.54
2024,10,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,6757,46,146.89
2024,10,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,6518,38,171.53
2024,10,ESPAÑA,MENORCA,MAH,5341,62,86.15
2024,10,ESPAÑA,GRAN CANARIA,LPA,4776,29,164.69
2024,10,ESPAÑA,ASTURIAS,OVD,2988,22,135.82
2024,10,ESPAÑA,TENERIFE SUR,TFS,2134,12,177.83
2024,10,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1511,9,167.89
2024,10,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1465,9,162.78
2024,10,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1430,27,52.96
2024,10,ESPAÑA,A CORUÑA,LCG,1241,9,137.89
2024,10,ESPAÑA,SAN SEBASTIÁN,EAS,1099,8,137.38
2024,10,ESPAÑA,ALICANTE-ELCHE MIGUEL HDEZ.,ALC,524,3,174.67
2024,10,ESPAÑA,VIGO,VGO,143,2,71.5
2024,10,ESPAÑA,VITORIA,VIT,0,23,0
2024,10,ITALIA,ROMA / FIUMICINO,FCO,22713,125,181.7
2024,10,ITALIA,MILAN/BERGAMO,BGY,10411,61,170.67
2024,10,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,8065,45,179.22
2024,10,ITALIA,MILAN /MALPENSA,MXP,7683,46,167.02
2024,10,ITALIA,PISA / GALILEO GALILEI,PSA,4858,28,173.5
2024,10,ITALIA,TREVISO/S.ANGELO (MIL),TSF,4693,27,173.81
2024,10,ITALIA,TURIN /CITTA DI TORINO,TRN,2474,15,164.93
2024,10,ITALIA,BARI /PALESE,BRI,2442,14,174.43
2024,10,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2424,13,186.46
2024,10,ITALIA,CAGLIARI / ELMAS,CAG,2420,14,172.86
2024,10,ITALIA,PALERMO /PUNTA RAISI,PMO,2265,13,174.23
2024,10,ITALIA,NAPOLES,NAP,2222,12,185.17
2024,10,ITALIA,VERONA /VILLAFRANCA,VRN,1990,13,153.08
2024,10,ITALIA,LAMEZIA-TERME /S. EUFEMIA,SUF,1185,7,169.29
2024,10,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,12305,71,173.31
2024,10,ALEMANIA,BERLIN BRANDENBURG,BER,6313,37,170.62
2024,10,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,5603,32,175.09
2024,10,ALEMANIA,DUSSELDORF,DUS,4540,30,151.33
2024,10,ALEMANIA,KOELN/BONN,CGN,3811,46,82.85
2024,10,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,2701,17,158.88
2024,10,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,2394,17,140.82
2024,10,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,2310,13,177.69
2024,10,ALEMANIA,MEMMINGEN,FMM,1764,11,160.36
2024,10,ALEMANIA,NUREMBERG,NUE,1536,8,192
2024,10,ALEMANIA,FRANKFURT /HAHN,HHN,1495,9,166.11
2024,10,FRANCIA,PARIS /ORLY,ORY,18610,115,161.83
2024,10,FRANCIA,PARIS/ CHARLES DE GAULLE,CDG,8184,95,86.15
2024,10,FRANCIA,MARSELLA,MRS,3468,22,157.64
2024,10,FRANCIA,PARIS /BEAUVAIS-TILLE AIRPORT,BVA,2589,15,172.6
2024,10,FRANCIA,NANTES / ATLANTIQUE,NTE,2506,14,179
2024,10,FRANCIA,LYON SAINT-EXUPERY,LYS,2062,13,158.62
2024,10,FRANCIA,TOULOUSE /BLAGNAC,TLS,1522,9,169.11
2024,10,FRANCIA,BURDEOS,BOD,1080,7,154.29
2024,10,HOLANDA,AMSTERDAM/SCHIPHOL,AMS,23986,162,148.06
2024,10,HOLANDA,EINDHOVEN,EIN,12437,72,172.74
2024,10,HOLANDA,ROTTERDAM,RTM,3175,21,151.19
2024,10,REINO UNIDO,LONDRES/GATWICK,LGW,12225,85,143.82
2024,10,REINO UNIDO,LONDRES /STANSTED,STN,8662,51,169.84
2024,10,REINO UNIDO,LONDRES / HEATHROW,LHR,5408,39,138.67
2024,10,REINO UNIDO,MANCHESTER /INTERNACIONAL,MAN,3949,22,179.5
2024,10,REINO UNIDO,BRISTOL,BRS,1872,11,170.18
2024,10,REINO UNIDO,EAST MIDLANDS,EMA,1743,11,158.45
2024,10,REINO UNIDO,EDIMBURGO/ TURNHOUSE,EDI,1732,10,173.2
2024,10,REINO UNIDO,BIRMINGHAM / INTERNACIONAL,BHX,1369,8,171.12
2024,10,REINO UNIDO,BELFAST / INTERNACIONAL,BFS,1088,8,136
2024,10,SUIZA,ZURICH,ZRH,14084,87,161.89
2024,10,SUIZA,GINEBRA/COINTRIN,GVA,3675,36,102.08
2024,10,SUIZA,BASEL/MULHOUSE EUROAIRPORT CH,BSL,2436,15,162.4
2024,10,PORTUGAL,LISBOA,LIS,7862,73,107.7
2024,10,PORTUGAL,OPORTO,OPO,7117,41,173.59
2024,10,BELGICA,BRUSELAS,BRU,10045,60,167.42
2024,10,BELGICA,BRUSELAS/CHARLEROI,CRL,4509,24,187.88
2024,10,BELGICA,LIEGE /BIERSET,LGG,0,18,0
2024,10,POLONIA,CRACOVIA /JUAN PABLO II INTERN,KRK,4576,25,183.04
2024,10,POLONIA,CHOPINA W WARSZAWIE,WAW,3535,17,207.94
2024,10,POLONIA,WROCLAW /STRACHOWICE,WRO,3061,18,170.06
2024,10,POLONIA,VARSOVIA/MODLIN,WMI,1774,10,177.4
2024,10,POLONIA,GDANSK/REBIECHOWO,GDN,1493,8,186.62
2024,10,RUMANIA,BUCAREST /OTOPENI INTERNACIONA,OTP,4934,22,224.27
2024,10,RUMANIA,CLUJ NAPOCA/SOMESENI,CLJ,3011,17,177.12
2024,10,RUMANIA,TIMISOARA,TSR,2150,12,179.17
2024,10,MARRUECOS,MARRAKECH /MENARA,RAK,3253,18,180.72
2024,10,MARRUECOS,TANGER /BOUKHALEF,TNG,2245,13,172.69
2024,10,MARRUECOS,AGADIR/AL MASSIRA,AGA,1508,10,150.8
2024,10,MARRUECOS,FEZ/SAIS,FEZ,1291,8,161.38
2024,10,MARRUECOS,CASABLANCA/ MOHAMED V,CMN,1231,26,47.35
2024,10,TURQUIA,ISTANBUL HAVALIMANI,IST,9226,61,151.25
2024,10,AUSTRIA,VIENA  /INTERNACIONAL,VIE,7069,42,168.31
2024,10,HUNGRIA,BUDAPEST/ FERIHEGY,BUD,6835,36,189.86
2024,10,IRLANDA,DUBLIN,DUB,4672,26,179.69
2024,10,IRLANDA,CORK,ORK,2040,12,170
2024,10,BULGARIA,SOFIA ,SOF,5476,28,195.57
2024,10,REPUBLICA CHECA,PRAGA /RUZYNE,PRG,3342,28,119.36
2024,10,DINAMARCA,COPENHAGUE,CPH,1199,7,171.29
2024,10,DINAMARCA,BILLUND,BLL,1078,7,154
2024,10,ALBANIA,TIRANA,TIA,2240,12,186.67
2024,10,REPUBLICA DE SERBIA,BELGRADO / BEOGRAD,BEG,1433,9,159.22
2024,10,SUECIA,ESTOCOLMO/ARLANDA,ARN,1424,8,178
2024,10,MALTA,MALTA / LUQA,MLA,1232,7,176
2024,10,LETONIA,RIGA,RIX,1207,8,150.88
2024,10,GRECIA,ATENAS/ATHINAI,ATH,809,5,161.8
2024,10,LUXEMBURGO,LUXEMBURGO,LUX,510,8,63.75
2024,9,ESPAÑA,PALMA DE MALLORCA,PMI,35504,260,136.55
2024,9,ESPAÑA,IBIZA,IBZ,18394,147,125.13
2024,9,ESPAÑA,MADRID-BARAJAS ADOLFO SUÁREZ,MAD,15623,151,103.46
2024,9,ESPAÑA,SEVILLA,SVQ,12869,109,118.06
2024,9,ESPAÑA,BILBAO,BIO,10057,81,124.16
2024,9,ESPAÑA,MÁLAGA-COSTA DEL SOL,AGP,9039,86,105.1
2024,9,ESPAÑA,SANTIAGO-ROSALÍA DE CASTRO,SCQ,8979,49,183.24
2024,9,ESPAÑA,TENERIFE NORTE-C. LA LAGUNA,TFN,7965,47,169.47
2024,9,ESPAÑA,MENORCA,MAH,7231,62,116.63
2024,9,ESPAÑA,GRAN CANARIA,LPA,4783,27,177.15
2024,9,ESPAÑA,ASTURIAS,OVD,3270,22,148.64
2024,9,ESPAÑA,TENERIFE SUR,TFS,2057,11,187
2024,9,ESPAÑA,LANZAROTE CÉSAR MANRIQUE,ACE,1882,12,156.83
2024,9,ESPAÑA,A CORUÑA,LCG,1459,10,145.9
2024,9,ESPAÑA,SANTANDER-SEVE BALLESTEROS,SDR,1410,8,176.25
2024,9,ESPAÑA,SAN SEBASTIÁN,EAS,1259,9,139.89
2024,9,ESPAÑA,BARCELONA-EL PRAT J.T.,BCN,1028,22,46.73
2024,9,ESPAÑA,LA PALMA /STA.CRUZ DE LA PALMA,SPC,92,1,92
2024,9,ESPAÑA,VIGO,VGO,59,1,59
2024,9,ESPAÑA,VITORIA,VIT,0,21,0
2024,9,ITALIA,ROMA / FIUMICINO,FCO,21715,115,188.83
2024,9,ITALIA,MILAN/BERGAMO,BGY,10990,61,180.16
2024,9,ITALIA,BOLONIA/ GUGLIELMO MARCONI,BLQ,7782,44,176.86
2024,9,ITALIA,MILAN /MALPENSA,MXP,6948,39,178.15
2024,9,ITALIA,PISA / GALILEO GALILEI,PSA,6333,36,175.92
2024,9,ITALIA,TREVISO/S.ANGELO (MIL),TSF,4001,22,181.86
2024,9,ITALIA,CAGLIARI / ELMAS,CAG,3236,18,179.78
2024,9,ITALIA,PALERMO /PUNTA RAISI,PMO,3114,17,183.18
2024,9,ITALIA,VERONA /VILLAFRANCA,VRN,2760,15,184
2024,9,ITALIA,TRIESTE / RONCHI DEI LEGIONARI,TRS,2413,13,185.62
2024,9,ITALIA,BARI /PALESE,BRI,2408,13,185.23
2024,9,ITALIA,NAPOLES,NAP,2394,13,184.15
2024,9,ITALIA,TURIN /CITTA DI TORINO,TRN,2341,15,156.07
2024,9,ITALIA,LAMEZIA-TERME /S. EUFEMIA,SUF,1598,9,177.56
2024,9,ITALIA,OLBIA / COSTA SMERALDA,OLB,646,4,161.5
2024,9,ALEMANIA,FRANKFURT/INTERNACIONAL,FRA,12044,67,179.76
2024,9,ALEMANIA,BERLIN BRANDENBURG,BER,6976,40,174.4
2024,9,ALEMANIA,KOELN/BONN,CGN,5026,50,100.52
2024,9,ALEMANIA,MUNICH /FRANZ JOSEF STRAUSS,MUC,4828,30,160.93
2024,9,ALEMANIA,DUSSELDORF,DUS,4417,30,147.23
2024,9,ALEMANIA,STUTTGART/ ECHTERDINGEN,STR,3237,22,147.14
2024,9,ALEMANIA,HAMBURGO/ FUHLSBUETTEL,HAM,2722,16,170.12
2024,9,ALEMANIA,MEMMINGEN,FMM,2536,14,181.14
2024,9,ALEMANIA,KARLSRUHE-BADEN BAD/SOELLINGEN,FKB,2412,13,185.54
2024,9,ALEMANIA,NUREMBERG,NUE,1485,8,185.62
2024,9,ALEMANIA,FRANKFURT /HAHN,HHN,1427,8,178.38
