"Compañía";"Año";"Mes";"País";"Operaciones Totales";"Pasajeros Totales";"PAX_medio";"icao_aerolinea"
"RYANAIR UK LIMITED";"2022";"Noviembre  de 2022";"REINO UNIDO";"4,000";"696,000";"174,0000000000000000";"RUK"
"RYANAIR UK LIMITED";"2023";"Noviembre  de 2023";"REINO UNIDO";"5,000";"799,000";"159,8000000000000114";"RUK"
"RYANAIR UK LIMITED";"2025";"Octubre    de 2025";"REINO UNIDO";"4,000";"534,000";"133,5000000000000000";"RUK"
"RYANAIR UK LIMITED";"2022";"Abril      de 2022";"REINO UNIDO";"8,000";"1,273";"0,1591250000000000";"RUK"
"RYANAIR UK LIMITED";"2022";"Julio      de 2022";"REINO UNIDO";"8,000";"1,472";"0,1840000000000000";"RUK"
"RYANAIR UK LIMITED";"2023";"Mayo       de 2023";"REINO UNIDO";"4,000";"670,000";"167,5000000000000000";"RUK"
"RYANAIR UK LIMITED";"2025";"Julio      de 2025";"REINO UNIDO";"4,000";"722,000";"180,5000000000000000";"RUK"
"RYANAIR UK LIMITED";"2024";"Mayo       de 2024";"REINO UNIDO";"4,000";"732,000";"183,0000000000000000";"RUK"
"RYANAIR UK LIMITED";"2023";"Agosto     de 2023";"REINO UNIDO";"9,000";"1,613";"0,1792222222222222";"RUK"
"RYANAIR UK LIMITED";"2023";"Junio      de 2023";"REINO UNIDO";"10,000";"1,803";"0,1803000000000000";"RUK"
"RYANAIR UK LIMITED";"2024";"Octubre    de 2024";"REINO UNIDO";"3,000";"531,000";"177,0000000000000000";"RUK"
"RYANAIR UK LIMITED";"2023";"Octubre    de 2023";"REINO UNIDO";"8,000";"1,369";"0,1711250000000000";"RUK"
"RYANAIR UK LIMITED";"2024";"Abril      de 2024";"REINO UNIDO";"4,000";"606,000";"151,5000000000000000";"RUK"
"RYANAIR UK LIMITED";"2025";"Mayo       de 2025";"REINO UNIDO";"5,000";"866,000";"173,1999999999999886";"RUK"
"RYANAIR UK LIMITED";"2023";"Julio      de 2023";"REINO UNIDO";"8,000";"1,458";"0,1822500000000000";"RUK"
"RYANAIR UK LIMITED";"2023";"Diciembre  de 2023";"REINO UNIDO";"4,000";"649,000";"162,2500000000000000";"RUK"
"RYANAIR UK LIMITED";"2022";"Mayo       de 2022";"REINO UNIDO";"9,000";"1,476";"0,1640000000000000";"RUK"
"SATA INTERNACIONAL - AZORES AI";"2023";"Noviembre  de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2022";"Diciembre  de 2022";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Diciembre  de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Febrero    de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Enero      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Marzo      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2022";"Noviembre  de 2022";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Octubre    de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Octubre    de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Agosto     de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Diciembre  de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Septiembre de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Noviembre  de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Junio      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Abril      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Mayo       de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Julio      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2025";"Febrero    de 2025";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Enero      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2023";"Junio      de 2023";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Febrero    de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Agosto     de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Septiembre de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Marzo      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2025";"Noviembre  de 2025";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2025";"Marzo      de 2025";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2024";"Julio      de 2024";"PORTUGAL";"0,000";NA;NA;NA
"SATA INTERNACIONAL - AZORES AI";"2025";"Enero      de 2025";"PORTUGAL";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2024";"Octubre    de 2024";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Junio      de 2025";"DINAMARCA";"8,000";"1,200";"0,1500000000000000";NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Febrero    de 2025";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2024";"Noviembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Enero      de 2025";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2024";"Diciembre  de 2024";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Julio      de 2025";"DINAMARCA";"9,000";"1,330";"0,1477777777777778";NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Agosto     de 2025";"DINAMARCA";"9,000";"1,141";"0,1267777777777778";NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Mayo       de 2025";"DINAMARCA";"1,000";"114,000";"114,0000000000000000";NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Marzo      de 2025";"HOLANDA";"0,000";NA;NA;NA
"SCANDINAVIAN AIRLINES SYSTEM";"2025";"Septiembre de 2025";"DINAMARCA";"9,000";"1,340";"0,1488888888888889";NA
"SMARTWINGS, A.S.";"2024";"Noviembre  de 2024";"REPUBLICA CHECA";"17,000";"1,481";"0,0871176470588235";NA
"SMARTWINGS, A.S.";"2022";"Abril      de 2022";"REPUBLICA CHECA";"11,000";"1,363";"0,1239090909090909";NA
"SMARTWINGS, A.S.";"2023";"Abril      de 2023";"REPUBLICA CHECA";"16,000";"1,587";"0,0991875000000000";NA
"SMARTWINGS, A.S.";"2022";"Agosto     de 2022";"REPUBLICA CHECA";"16,000";"1,761";"0,1100625000000000";NA
"SMARTWINGS, A.S.";"2023";"Septiembre de 2023";"REPUBLICA CHECA";"17,000";"2,022";"0,1189411764705882";NA
"SMARTWINGS, A.S.";"2023";"Diciembre  de 2023";"REPUBLICA CHECA";"7,000";"847,000";"121,0000000000000000";NA
"SMARTWINGS, A.S.";"2022";"Julio      de 2022";"REPUBLICA CHECA";"18,000";"2,205";"0,1225000000000000";NA
"SMARTWINGS, A.S.";"2024";"Septiembre de 2024";"REPUBLICA CHECA";"18,000";"2,245";"0,1247222222222222";NA
"SMARTWINGS, A.S.";"2022";"Junio      de 2022";"REPUBLICA CHECA";"15,000";"1,825";"0,1216666666666667";NA
"SMARTWINGS, A.S.";"2023";"Julio      de 2023";"REPUBLICA CHECA";"18,000";"2,015";"0,1119444444444445";NA
"SMARTWINGS, A.S.";"2024";"Enero      de 2024";"REPUBLICA CHECA";"2,000";"160,000";"80,0000000000000000";NA
"SMARTWINGS, A.S.";"2022";"Mayo       de 2022";"REPUBLICA CHECA";"9,000";"1,014";"0,1126666666666667";NA
"SMARTWINGS, A.S.";"2024";"Febrero    de 2024";"REPUBLICA CHECA";"9,000";"1,264";"0,1404444444444445";NA
"SMARTWINGS, A.S.";"2023";"Marzo      de 2023";"REPUBLICA CHECA";"1,000";"54,000";"54,0000000000000000";NA
"SMARTWINGS, A.S.";"2023";"Agosto     de 2023";"REPUBLICA CHECA";"17,000";"2,310";"0,1358823529411765";NA
"SMARTWINGS, A.S.";"2022";"Octubre    de 2022";"REPUBLICA CHECA";"1,000";"81,000";"81,0000000000000000";NA
"SMARTWINGS, A.S.";"2024";"Diciembre  de 2024";"REPUBLICA CHECA";"18,000";"2,384";"0,1324444444444444";NA
"SMARTWINGS, A.S.";"2025";"Febrero    de 2025";"REPUBLICA CHECA";"16,000";"1,818";"0,1136250000000000";NA
"SMARTWINGS, A.S.";"2022";"Septiembre de 2022";"REPUBLICA CHECA";"9,000";"1,113";"0,1236666666666667";NA
"SMARTWINGS, A.S.";"2024";"Junio      de 2024";"REPUBLICA CHECA";"17,000";"2,273";"0,1337058823529412";NA
"SMARTWINGS, A.S.";"2023";"Noviembre  de 2023";"REPUBLICA CHECA";"8,000";"689,000";"86,1250000000000000";NA
"SMARTWINGS, A.S.";"2025";"Septiembre de 2025";"REPUBLICA CHECA";"17,000";"2,755";"0,1620588235294118";NA
"SMARTWINGS, A.S.";"2024";"Marzo      de 2024";"REPUBLICA CHECA";"9,000";"1,279";"0,1421111111111111";NA
"SMARTWINGS, A.S.";"2023";"Octubre    de 2023";"REPUBLICA CHECA";"17,000";"1,737";"0,1021764705882353";NA
"SMARTWINGS, A.S.";"2024";"Mayo       de 2024";"REPUBLICA CHECA";"18,000";"2,325";"0,1291666666666667";NA
"SMARTWINGS, A.S.";"2025";"Marzo      de 2025";"REPUBLICA CHECA";"18,000";"2,228";"0,1237777777777778";NA
"SMARTWINGS, A.S.";"2024";"Abril      de 2024";"REPUBLICA CHECA";"17,000";"2,040";"0,1200000000000000";NA
"SMARTWINGS, A.S.";"2025";"Mayo       de 2025";"REPUBLICA CHECA";"18,000";"1,769";"0,0982777777777778";NA
"SMARTWINGS, A.S.";"2025";"Abril      de 2025";"REPUBLICA CHECA";"16,000";"2,021";"0,1263125000000000";NA
"SMARTWINGS, A.S.";"2023";"Junio      de 2023";"REPUBLICA CHECA";"18,000";"1,752";"0,0973333333333333";NA
"SMARTWINGS, A.S.";"2025";"Junio      de 2025";"REPUBLICA CHECA";"18,000";"2,524";"0,1402222222222222";NA
"SMARTWINGS, A.S.";"2025";"Agosto     de 2025";"REPUBLICA CHECA";"18,000";"2,967";"0,1648333333333333";NA
"SMARTWINGS, A.S.";"2024";"Octubre    de 2024";"REPUBLICA CHECA";"17,000";"1,941";"0,1141764705882353";NA
"SMARTWINGS, A.S.";"2023";"Mayo       de 2023";"REPUBLICA CHECA";"17,000";"1,314";"0,0772941176470588";NA
"SMARTWINGS, A.S.";"2025";"Octubre    de 2025";"REPUBLICA CHECA";"18,000";"2,597";"0,1442777777777778";NA
"SMARTWINGS, A.S.";"2025";"Enero      de 2025";"REPUBLICA CHECA";"14,000";"1,339";"0,0956428571428571";NA
"SMARTWINGS, A.S.";"2024";"Julio      de 2024";"REPUBLICA CHECA";"17,000";"2,595";"0,1526470588235294";NA
"SMARTWINGS, A.S.";"2025";"Noviembre  de 2025";"REPUBLICA CHECA";"17,000";"2,032";"0,1195294117647059";NA
"SMARTWINGS, A.S.";"2024";"Agosto     de 2024";"REPUBLICA CHECA";"18,000";"2,811";"0,1561666666666667";NA
"SMARTWINGS, A.S.";"2025";"Julio      de 2025";"REPUBLICA CHECA";"17,000";"2,350";"0,1382352941176471";NA
"SWIFTAIR S.A.";"2022";"Mayo       de 2022";"ESPAÑA";"1,000";"0,000";"0,0000000000000000";NA
"SWISS INTERNATIONAL AIR LINES";"2025";"Agosto     de 2025";"SUIZA";"99,000";"13,874";"0,1401414141414142";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Febrero    de 2022";"SUIZA";"25,000";"3,724";"0,1489600000000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Agosto     de 2024";"SUIZA";"112,000";"15,884";"0,1418214285714286";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Octubre    de 2025";"SUIZA";"96,000";"13,695";"0,1426562500000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Mayo       de 2025";"SUIZA";"89,000";"11,088";"0,1245842696629213";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Febrero    de 2024";"SUIZA";"50,000";"7,631";"0,1526200000000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Junio      de 2022";"SUIZA";"85,000";"12,083";"0,1421529411764706";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Septiembre de 2022";"SUIZA";"87,000";"12,923";"0,1485402298850575";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Noviembre  de 2024";"SUIZA";"72,000";"6,269";"0,0870694444444444";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Diciembre  de 2024";"SUIZA";"80,000";"9,751";"0,1218875000000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Julio      de 2023";"SUIZA";"102,000";"15,545";"0,1524019607843137";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Abril      de 2022";"SUIZA";"67,000";"8,951";"0,1335970149253732";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Enero      de 2024";"SUIZA";"52,000";"5,064";"0,0973846153846154";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Marzo      de 2024";"SUIZA";"68,000";"10,853";"0,1596029411764706";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Marzo      de 2022";"SUIZA";"36,000";"4,980";"0,1383333333333333";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Septiembre de 2023";"SUIZA";"89,000";"14,598";"0,1640224719101124";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Julio      de 2025";"SUIZA";"94,000";"15,183";"0,1615212765957447";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Abril      de 2025";"SUIZA";"93,000";"13,752";"0,1478709677419355";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Mayo       de 2022";"SUIZA";"71,000";"8,813";"0,1241267605633803";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Julio      de 2022";"SUIZA";"102,000";"14,841";"0,1455000000000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Octubre    de 2023";"SUIZA";"98,000";"15,434";"0,1574897959183673";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Abril      de 2023";"SUIZA";"86,000";"13,725";"0,1595930232558140";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Junio      de 2023";"SUIZA";"85,000";"12,295";"0,1446470588235294";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Octubre    de 2024";"SUIZA";"111,000";"15,916";"0,1433873873873874";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Octubre    de 2022";"SUIZA";"86,000";"12,177";"0,1415930232558139";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Agosto     de 2022";"SUIZA";"101,000";"13,454";"0,1332079207920792";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Febrero    de 2025";"SUIZA";"64,000";"7,469";"0,1167031250000000";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Junio      de 2024";"SUIZA";"111,000";"14,142";"0,1274054054054054";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Abril      de 2024";"SUIZA";"112,000";"15,598";"0,1392678571428571";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Noviembre  de 2023";"SUIZA";"55,000";"6,840";"0,1243636363636364";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Noviembre  de 2022";"SUIZA";"53,000";"6,114";"0,1153584905660377";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Mayo       de 2024";"SUIZA";"112,000";"14,355";"0,1281696428571429";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Febrero    de 2023";"SUIZA";"44,000";"5,958";"0,1354090909090909";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Septiembre de 2024";"SUIZA";"116,000";"16,304";"0,1405517241379310";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Septiembre de 2025";"SUIZA";"93,000";"13,731";"0,1476451612903226";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Noviembre  de 2025";"SUIZA";"77,000";"8,131";"0,1055974025974026";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Diciembre  de 2023";"SUIZA";"67,000";"9,145";"0,1364925373134328";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Junio      de 2025";"SUIZA";"90,000";"11,717";"0,1301888888888889";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2024";"Julio      de 2024";"SUIZA";"115,000";"17,685";"0,1537826086956522";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Marzo      de 2023";"SUIZA";"61,000";"8,994";"0,1474426229508197";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Diciembre  de 2022";"SUIZA";"54,000";"7,230";"0,1338888888888889";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Agosto     de 2023";"SUIZA";"101,000";"13,680";"0,1354455445544555";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2022";"Enero      de 2022";"SUIZA";"37,000";"3,144";"0,0849729729729730";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Mayo       de 2023";"SUIZA";"88,000";"12,451";"0,1414886363636364";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Enero      de 2025";"SUIZA";"54,000";"4,923";"0,0911666666666667";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2023";"Enero      de 2023";"SUIZA";"41,000";"4,457";"0,1087073170731707";"SWR"
"SWISS INTERNATIONAL AIR LINES";"2025";"Marzo      de 2025";"SUIZA";"83,000";"9,361";"0,1127831325301205";"SWR"
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Abril      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Octubre    de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2022";"Diciembre  de 2022";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Enero      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Octubre    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Septiembre de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Febrero    de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2022";"Noviembre  de 2022";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Febrero    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Agosto     de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Septiembre de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Marzo      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Diciembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Agosto     de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Febrero    de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Diciembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Julio      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Enero      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Junio      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Marzo      de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Julio      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Julio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Junio      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2023";"Noviembre  de 2023";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Enero      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Agosto     de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Marzo      de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Abril      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Mayo       de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Junio      de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2024";"Noviembre  de 2024";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Octubre    de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAAG, LINHAS AEREAS DE ANGOLA";"2025";"Septiembre de 2025";"ESPAÑA";"0,000";NA;NA;NA
"TAP AIR PORTUGAL";"2025";"Enero      de 2025";"PORTUGAL";"50,000";"4,031";"0,0806200000000000";"TAP"
"TAP AIR PORTUGAL";"2022";"Junio      de 2022";"PORTUGAL";"57,000";"3,488";"0,0611929824561403";"TAP"
"TAP AIR PORTUGAL";"2025";"Septiembre de 2025";"PORTUGAL";"60,000";"5,598";"0,0933000000000000";"TAP"
"TAP AIR PORTUGAL";"2025";"Marzo      de 2025";"PORTUGAL";"50,000";"4,408";"0,0881600000000000";"TAP"
"TAP AIR PORTUGAL";"2025";"Junio      de 2025";"PORTUGAL";"60,000";"5,401";"0,0900166666666667";"TAP"
"TAP AIR PORTUGAL";"2022";"Febrero    de 2022";"PORTUGAL";"50,000";"2,399";"0,0479800000000000";"TAP"
"TAP AIR PORTUGAL";"2022";"Enero      de 2022";"PORTUGAL";"59,000";"2,084";"0,0353220338983051";"TAP"
"TAP AIR PORTUGAL";"2024";"Abril      de 2024";"PORTUGAL";"56,000";"4,972";"0,0887857142857143";"TAP"
"TAP AIR PORTUGAL";"2022";"Julio      de 2022";"PORTUGAL";"56,000";"3,532";"0,0630714285714286";"TAP"
"TAP AIR PORTUGAL";"2023";"Julio      de 2023";"PORTUGAL";"68,000";"5,388";"0,0792352941176471";"TAP"
"TAP AIR PORTUGAL";"2023";"Octubre    de 2023";"PORTUGAL";"65,000";"5,547";"0,0853384615384615";"TAP"
"TAP AIR PORTUGAL";"2025";"Mayo       de 2025";"PORTUGAL";"62,000";"5,573";"0,0898870967741936";"TAP"
"TAP AIR PORTUGAL";"2023";"Junio      de 2023";"PORTUGAL";"61,000";"4,923";"0,0807049180327869";"TAP"
"TAP AIR PORTUGAL";"2023";"Agosto     de 2023";"PORTUGAL";"65,000";"5,327";"0,0819538461538462";"TAP"
"TAP AIR PORTUGAL";"2022";"Mayo       de 2022";"PORTUGAL";"52,000";"2,974";"0,0571923076923077";"TAP"
"TAP AIR PORTUGAL";"2022";"Diciembre  de 2022";"PORTUGAL";"65,000";"4,885";"0,0751538461538462";"TAP"
"TAP AIR PORTUGAL";"2022";"Noviembre  de 2022";"PORTUGAL";"59,000";"5,139";"0,0871016949152542";"TAP"
"TAP AIR PORTUGAL";"2022";"Abril      de 2022";"PORTUGAL";"54,000";"2,773";"0,0513518518518519";"TAP"
"TAP AIR PORTUGAL";"2022";"Marzo      de 2022";"PORTUGAL";"59,000";"2,966";"0,0502711864406780";"TAP"
"TAP AIR PORTUGAL";"2024";"Julio      de 2024";"PORTUGAL";"63,000";"5,206";"0,0826349206349206";"TAP"
"TAP AIR PORTUGAL";"2024";"Noviembre  de 2024";"PORTUGAL";"48,000";"3,436";"0,0715833333333333";"TAP"
"TAP AIR PORTUGAL";"2023";"Abril      de 2023";"PORTUGAL";"63,000";"4,723";"0,0749682539682540";"TAP"
"TAP AIR PORTUGAL";"2023";"Febrero    de 2023";"PORTUGAL";"58,000";"4,882";"0,0841724137931034";"TAP"
"TAP AIR PORTUGAL";"2022";"Octubre    de 2022";"PORTUGAL";"66,000";"3,788";"0,0573939393939394";"TAP"
"TAP AIR PORTUGAL";"2022";"Septiembre de 2022";"PORTUGAL";"53,000";"2,995";"0,0565094339622642";"TAP"
"TAP AIR PORTUGAL";"2024";"Enero      de 2024";"PORTUGAL";"51,000";"4,063";"0,0796666666666667";"TAP"
"TAP AIR PORTUGAL";"2025";"Octubre    de 2025";"PORTUGAL";"60,000";"5,145";"0,0857500000000000";"TAP"
"TAP AIR PORTUGAL";"2024";"Septiembre de 2024";"PORTUGAL";"65,000";"5,248";"0,0807384615384615";"TAP"
"TAP AIR PORTUGAL";"2025";"Febrero    de 2025";"PORTUGAL";"44,000";"3,969";"0,0902045454545455";"TAP"
"TAP AIR PORTUGAL";"2025";"Julio      de 2025";"PORTUGAL";"63,000";"5,561";"0,0882698412698413";"TAP"
"TAP AIR PORTUGAL";"2023";"Noviembre  de 2023";"PORTUGAL";"49,000";"4,526";"0,0923673469387755";"TAP"
"TAP AIR PORTUGAL";"2024";"Junio      de 2024";"PORTUGAL";"65,000";"4,815";"0,0740769230769231";"TAP"
"TAP AIR PORTUGAL";"2024";"Agosto     de 2024";"PORTUGAL";"67,000";"4,966";"0,0741194029850746";"TAP"
"TAP AIR PORTUGAL";"2025";"Agosto     de 2025";"PORTUGAL";"67,000";"6,141";"0,0916567164179104";"TAP"
"TAP AIR PORTUGAL";"2024";"Octubre    de 2024";"PORTUGAL";"57,000";"4,948";"0,0868070175438597";"TAP"
"TAP AIR PORTUGAL";"2025";"Abril      de 2025";"PORTUGAL";"59,000";"4,974";"0,0843050847457627";"TAP"
"TAP AIR PORTUGAL";"2022";"Agosto     de 2022";"PORTUGAL";"63,000";"3,909";"0,0620476190476190";"TAP"
