"icao_aerolinea";"iata";"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"numero_vuelo";"id";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"timezone";"tz";"name_aerolinea";"country_aerolinea"
"RYR";"SCQ";"2025-11-11";"16:35";"RYR705";"SANTIAGO-ROSALÍA DE CASTRO (SCQ)";"No informado";"Tarde";"705";"1243";"Santiago de Compostela Airport";"Santiago";"Spain";"LEST";"42.89630126953125";"-8.415140151977539";"1213";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RZO";"LIS";"2025-11-15";"17:40";"RZO8732";"LISBOA (LIS)";"No informado";"Tarde";"8732";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"SATA International";"Portugal"
"SWR";"GVA";"2025-11-13";"07:55";"SWR2130";"GINEBRA (GVA)";"No informado";"Mañana";"2130";"1665";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46.23809814453125";"6.108950138092041";"1411";"1";"Europe/Paris";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-09";"11:30";"SWR2140";"ZURICH (ZRH)";"Aproximándose";"Mañana";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"GVA";"2025-11-10";"07:45";"SWR2130";"GINEBRA (GVA)";"No informado";"Mañana";"2130";"1665";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46.23809814453125";"6.108950138092041";"1411";"1";"Europe/Paris";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-16";"11:50";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-09";"19:00";"SWR2146";"ZURICH (ZRH)";"No informado";"Noche";"2146";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-13";"09:10";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"GVA";"2025-11-14";"09:10";"SWR2130";"GINEBRA (GVA)";"No informado";"Mañana";"2130";"1665";"Geneva Cointrin International Airport";"Geneva";"Switzerland";"LSGG";"46.23809814453125";"6.108950138092041";"1411";"1";"Europe/Paris";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-13";"14:10";"SWR2142";"ZURICH (ZRH)";"No informado";"Tarde";"2142";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-10";"12:05";"SWR2140";"ZURICH (ZRH)";"No informado";"Tarde";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-10";"18:55";"SWR2146";"ZURICH (ZRH)";"No informado";"Noche";"2146";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-12";"12:10";"SWR2140";"ZURICH (ZRH)";"No informado";"Tarde";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"SWR";"ZRH";"2025-11-14";"11:55";"SWR2140";"ZURICH (ZRH)";"No informado";"Mañana";"2140";"1678";"Zürich Airport";"Zurich";"Switzerland";"LSZH";"47.464699";"8.54917";"1416";"1";"Europe/Zurich";"Swiss International Air Lines";"Switzerland"
"TAP";"LIS";"2025-11-10";"17:30";"TAP1094";"LISBOA (LIS)";"No informado";"Tarde";"1094";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"TAP Portugal";"Portugal"
"TAP";"LIS";"2025-11-09";"23:30";"TAP1096";"LISBOA (LIS)";"No informado";"Noche";"1096";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"TAP Portugal";"Portugal"
"TAP";"LIS";"2025-11-09";"11:40";"TAP1092";"LISBOA (LIS)";"Aproximándose";"Mañana";"1092";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"TAP Portugal";"Portugal"
"TAP";"LIS";"2025-11-10";"11:10";"TAP1092";"LISBOA (LIS)";"No informado";"Mañana";"1092";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"TAP Portugal";"Portugal"
"THY";"IST";"2025-11-09";"17:10";"THY1313";"ESTAMBUL (IST)";"No informado";"Tarde";"1313";"13696";"Istanbul Airport";"Istanbul";"Turkey";"LTFM";"41.275278";"28.751944";"325";"3";"\N";"Turkish Airlines";"Turkey"
"THY";"IST";"2025-11-09";"10:39";"THY1301";"ESTAMBUL (IST)";"Finalizado";"Mañana";"1301";"13696";"Istanbul Airport";"Istanbul";"Turkey";"LTFM";"41.275278";"28.751944";"325";"3";"\N";"Turkish Airlines";"Turkey"
"THY";"IST";"2025-11-10";"10:55";"THY1301";"ESTAMBUL (IST)";"No informado";"Mañana";"1301";"13696";"Istanbul Airport";"Istanbul";"Turkey";"LTFM";"41.275278";"28.751944";"325";"3";"\N";"Turkish Airlines";"Turkey"
"TRA";"AMS";"2025-11-10";"19:30";"TRA6331";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"6331";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-16";"09:30";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"RTM";"2025-11-11";"17:45";"TRA6443";"ROTTERDAM (RTM)";"No informado";"Tarde";"6443";"591";"Rotterdam The Hague Airport";"Rotterdam";"Netherlands";"EHRD";"51.956902";"4.43722";"-15";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-10";"09:35";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-10";"09:55";"TRA6337";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"6337";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-14";"19:10";"TRA5107";"EINDHOVEN (EIN)";"No informado";"Noche";"5107";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-11";"09:20";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-14";"09:35";"TRA6335";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"6335";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-15";"09:55";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"RTM";"2025-11-13";"18:50";"TRA6441";"ROTTERDAM (RTM)";"No informado";"Noche";"6441";"591";"Rotterdam The Hague Airport";"Rotterdam";"Netherlands";"EHRD";"51.956902";"4.43722";"-15";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-11";"09:15";"TRA6331";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"6331";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-16";"09:45";"TRA6335";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"6335";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-12";"18:45";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Noche";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-09";"20:00";"TRA6331";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Noche";"6331";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"EIN";"2025-11-14";"09:50";"TRA5105";"EINDHOVEN (EIN)";"No informado";"Mañana";"5105";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TRA";"AMS";"2025-11-15";"08:25";"TRA6333";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Mañana";"6333";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Transavia Holland";"Netherlands"
"TVF";"ORY";"2025-11-13";"09:20";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"4620";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVF";"ORY";"2025-11-09";"19:55";"TVF4628";"PARIS /ORLY (ORY)";"No informado";"Noche";"4628";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVF";"ORY";"2025-11-10";"14:30";"TVF4624";"PARIS /ORLY (ORY)";"No informado";"Tarde";"4624";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVF";"ORY";"2025-11-14";"11:05";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"4620";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVF";"ORY";"2025-11-10";"11:20";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"4620";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVF";"ORY";"2025-11-15";"08:30";"TVF4620";"PARIS /ORLY (ORY)";"No informado";"Mañana";"4620";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Transavia France";"France"
"TVS";"PRG";"2025-11-09";"21:20";"TVS1054";"PRAGA (PRG)";"No informado";"Noche";"1054";"1587";"Václav Havel Airport Prague";"Prague";"Czech Republic";"LKPR";"50.1008";"14.26";"1247";"1";"Europe/Prague";"Travel Service";"Czech Republic"
"VLG";"ORY";"2025-11-10";"19:30";"VLG8155";"PARIS /ORLY (ORY)";"No informado";"Noche";"8155";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-10";"08:45";"VLG3950";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"3950";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-10";"20:45";"VLG3964";"SEVILLA (SVQ)";"No informado";"Noche";"3964";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"LPA";"2025-11-10";"17:30";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Tarde";"1175";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-19";"15:00";"VLG5793";"SEVILLA (SVQ)";"No informado";"Tarde";"5793";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"BIO";"2025-11-10";"16:05";"VLG3966";"BILBAO (BIO)";"No informado";"Tarde";"3966";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"LGW";"2025-11-22";"12:25";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Tarde";"8473";"502";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51.148102";"-0.190278";"202";"0";"Europe/London";"Vueling Airlines";"Spain"
"VLG";"BIO";"2025-11-13";"20:45";"VLG3968";"BILBAO (BIO)";"No informado";"Noche";"3968";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-09";"17:05";"VLG3964";"SEVILLA (SVQ)";"No informado";"Tarde";"3964";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"LGW";"2025-11-14";"22:55";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"8473";"502";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51.148102";"-0.190278";"202";"0";"Europe/London";"Vueling Airlines";"Spain"
"VLG";"BIO";"2025-11-14";"13:20";"VLG3968";"BILBAO (BIO)";"No informado";"Tarde";"3968";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-11";"14:35";"VLG5980";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"5980";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"AMS";"2025-11-10";"00:20";"VLG8350";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Madrugada";"8350";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-11";"08:55";"VLG8151";"PARIS /ORLY (ORY)";"No informado";"Mañana";"8151";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-11";"20:55";"VLG5800";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"5800";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-11";"10:25";"VLG3950";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"3950";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-14";"16:55";"VLG3964";"SEVILLA (SVQ)";"No informado";"Tarde";"3964";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-09";"15:25";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"3952";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-15";"17:40";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"3952";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"LGW";"2025-11-13";"22:20";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"8473";"502";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51.148102";"-0.190278";"202";"0";"Europe/London";"Vueling Airlines";"Spain"
"VLG";"BRU";"2025-11-10";"17:20";"VLG8921";"BRUSELAS (BRU)";"No informado";"Tarde";"8921";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-12";"19:45";"VLG8155";"PARIS /ORLY (ORY)";"No informado";"Noche";"8155";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"LGW";"2025-11-10";"22:40";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"8473";"502";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51.148102";"-0.190278";"202";"0";"Europe/London";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-09";"14:10";"VLG8153";"PARIS /ORLY (ORY)";"No informado";"Tarde";"8153";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"TFN";"2025-11-09";"13:10";"VLG3103";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"En vuelo";"Tarde";"3103";"1057";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28.4827003479";"-16.3414993286";"2076";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"AMS";"2025-11-09";"12:25";"VLG8352";"AMSTERDAM /SCHIPHOL (AMS)";"En vuelo";"Tarde";"8352";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-12";"14:20";"VLG3964";"SEVILLA (SVQ)";"No informado";"Tarde";"3964";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-11";"10:05";"VLG5791";"SEVILLA (SVQ)";"No informado";"Mañana";"5791";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-09";"21:50";"VLG3954";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"3954";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"AMS";"2025-11-11";"12:45";"VLG8352";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Tarde";"8352";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Vueling Airlines";"Spain"
"VLG";"BIO";"2025-11-09";"16:15";"VLG3966";"BILBAO (BIO)";"No informado";"Tarde";"3966";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-10";"11:30";"VLG8153";"PARIS /ORLY (ORY)";"No informado";"Mañana";"8153";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"LPA";"2025-11-16";"10:30";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Mañana";"1175";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"BRU";"2025-11-12";"12:20";"VLG8921";"BRUSELAS (BRU)";"No informado";"Tarde";"8921";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Vueling Airlines";"Spain"
"VLG";"FCO";"2025-11-09";"20:25";"VLG6243";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"6243";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Vueling Airlines";"Spain"
"VLG";"IBZ";"2025-11-12";"14:20";"VLG5819";"IBIZA (IBZ)";"No informado";"Tarde";"5819";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-12";"08:45";"VLG8151";"PARIS /ORLY (ORY)";"No informado";"Mañana";"8151";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"FAO";"2025-11-10";"15:00";"VLG4143";"(FAO)";"No informado";"Tarde";"4143";"1626";"Faro Airport";"Faro";"Portugal";"LPFR";"37.0144004822";"-7.96590995789";"24";"0";"Europe/Lisbon";"Vueling Airlines";"Spain"
"VLG";"PMI";"2025-11-14";"18:00";"VLG3952";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"3952";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"BIO";"2025-11-11";"11:45";"VLG5713";"BILBAO (BIO)";"No informado";"Mañana";"5713";"1216";"Bilbao Airport";"Bilbao";"Spain";"LEBB";"43.30110168457031";"-2.9106099605560303";"138";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"TFN";"2025-11-10";"19:45";"VLG3103";"TENERIFE NORTE-C. LA LAGUNA (TFN)";"No informado";"Noche";"3103";"1057";"Tenerife Norte Airport";"Tenerife";"Spain";"GCXO";"28.4827003479";"-16.3414993286";"2076";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"AMS";"2025-11-14";"00:05";"VLG8350";"AMSTERDAM /SCHIPHOL (AMS)";"No informado";"Madrugada";"8350";"580";"Amsterdam Airport Schiphol";"Amsterdam";"Netherlands";"EHAM";"52.308601";"4.76389";"-11";"1";"Europe/Amsterdam";"Vueling Airlines";"Spain"
"VLG";"LPA";"2025-11-11";"14:00";"VLG1175";"GRAN CANARIA (LPA)";"No informado";"Tarde";"1175";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"LGW";"2025-11-09";"18:40";"VLG8473";"LONDRES /GATWICK (LGW)";"No informado";"Noche";"8473";"502";"London Gatwick Airport";"London";"United Kingdom";"EGKK";"51.148102";"-0.190278";"202";"0";"Europe/London";"Vueling Airlines";"Spain"
"VLG";"SVQ";"2025-11-13";"14:35";"VLG5791";"SEVILLA (SVQ)";"No informado";"Tarde";"5791";"1253";"Sevilla Airport";"Sevilla";"Spain";"LEZL";"37.417999267578125";"-5.8931097984313965";"112";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"IBZ";"2025-11-15";"12:05";"VLG5831";"IBIZA (IBZ)";"No informado";"Tarde";"5831";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"LPA";"2025-11-13";"21:50";"VLG1177";"GRAN CANARIA (LPA)";"No informado";"Noche";"1177";"1054";"Gran Canaria Airport";"Gran Canaria";"Spain";"GCLP";"27.931900024414062";"-15.38659954071045";"78";"0";"Atlantic/Canary";"Vueling Airlines";"Spain"
"VLG";"ORY";"2025-11-09";"19:15";"VLG8155";"PARIS /ORLY (ORY)";"No informado";"Noche";"8155";"1386";"Paris-Orly Airport";"Paris";"France";"LFPO";"48.7233333";"2.3794444";"291";"1";"Europe/Paris";"Vueling Airlines";"Spain"
"VLG";"MAH";"2025-11-14";"14:30";"VLG5841";"MENORCA (MAH)";"No informado";"Tarde";"5841";"1231";"Menorca Airport";"Menorca";"Spain";"LEMH";"39.86259841918945";"4.218649864196777";"302";"1";"Europe/Madrid";"Vueling Airlines";"Spain"
"VLG";"BRU";"2025-11-10";"00:35";"VLG8921";"BRUSELAS (BRU)";"No informado";"Madrugada";"8921";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Vueling Airlines";"Spain"
"VOE";"OVD";"2025-11-15";"13:45";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"3582";"1214";"Asturias Airport";"Aviles";"Spain";"LEAS";"43.5635986328125";"-6.0346198081970215";"416";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
"VOE";"OVD";"2025-11-13";"12:20";"VOE3582";"ASTURIAS (OVD)";"No informado";"Tarde";"3582";"1214";"Asturias Airport";"Aviles";"Spain";"LEAS";"43.5635986328125";"-6.0346198081970215";"416";"1";"Europe/Madrid";"VOLOTEA Airways";"Spain"
