"icao_aerolinea";"iata";"fecha";"hora";"vuelo";"origen";"estado";"franja_horaria";"numero_vuelo";"id";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"timezone";"tz";"name_aerolinea";"country_aerolinea"
"RYR";"BLQ";"2025-11-10";"20:40";"RYR620";"BOLONIA (BLQ)";"No informado";"Noche";"620";"1538";"Bologna Guglielmo Marconi Airport";"Bologna";"Italy";"LIPE";"44.5354";"11.2887";"123";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BER";"2025-11-10";"12:20";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Tarde";"138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ryanair";"Ireland"
"RYR";"OPO";"2025-11-10";"12:15";"RYR1710";"OPORTO (OPO)";"No informado";"Tarde";"1710";"1636";"Francisco de Sá Carneiro Airport";"Porto";"Portugal";"LPPR";"41.2481002808";"-8.68138980865";"228";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"BER";"2025-11-13";"13:30";"RYR138";"BERLIN BRANDENBURG (BER)";"No informado";"Tarde";"138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ryanair";"Ireland"
"RYR";"NAP";"2025-11-10";"12:45";"RYR6836";"NAPOLES (NAP)";"No informado";"Tarde";"6836";"1561";"Naples International Airport";"Naples";"Italy";"LIRN";"40.886002";"14.2908";"294";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BRI";"2025-11-15";"19:20";"RYR1611";"BARI /PALESE (BRI)";"No informado";"Noche";"1611";"1501";"Bari Karol Wojtyła Airport";"Bari";"Italy";"LIBD";"41.138901";"16.760599";"177";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-13";"10:35";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-15";"11:00";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"4631";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-12";"09:15";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Mañana";"4631";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-14";"22:15";"RYR4663";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"4663";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-15";"15:40";"RYR681";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Tarde";"681";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-12";"20:05";"RYR616";"IBIZA (IBZ)";"No informado";"Noche";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-09";"18:05";"RYR1699";"IBIZA (IBZ)";"No informado";"Noche";"1699";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"LIS";"2025-11-14";"23:55";"RYR1768";"LISBOA (LIS)";"No informado";"Noche";"1768";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"BRU";"2025-11-13";"16:40";"RYR2985";"BRUSELAS (BRU)";"No informado";"Tarde";"2985";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-15";"16:50";"RYR616";"IBIZA (IBZ)";"No informado";"Tarde";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-15";"16:30";"RYR497";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"497";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BRU";"2025-11-14";"16:15";"RYR2985";"BRUSELAS (BRU)";"No informado";"Tarde";"2985";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-14";"12:05";"RYR1740";"DUBLIN (DUB)";"No informado";"Tarde";"1740";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"BRU";"2025-11-09";"20:50";"RYR2985";"BRUSELAS (BRU)";"No informado";"Noche";"2985";"302";"Brussels Airport";"Brussels";"Belgium";"EBBR";"50.901401519800004";"4.48443984985";"184";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-16";"09:40";"RYR616";"IBIZA (IBZ)";"No informado";"Mañana";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-10";"00:55";"RYR1772";"DUBLIN (DUB)";"No informado";"Madrugada";"1772";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-13";"09:25";"RYR1740";"DUBLIN (DUB)";"No informado";"Mañana";"1740";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"FEZ";"2025-11-14";"09:40";"RYR5372";"FEZ /SAIS (FEZ)";"No informado";"Mañana";"5372";"1066";"Saïss Airport";"Fes";"Morocco";"GMFF";"33.9272994995";"-4.977960109709999";"1900";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-15";"12:35";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-14";"08:40";"RYR2301";"BUDAPEST (BUD)";"No informado";"Mañana";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"FKB";"2025-11-12";"08:45";"RYR1780";"BADEN BADEN-KARLSRUHE (FKB) (FKB)";"No informado";"Mañana";"1780";"4166";"Karlsruhe Baden-Baden Airport";"Karlsruhe/Baden-Baden";"Germany";"EDSB";"48.7793998718";"8.08049964905";"408";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"POZ";"2025-11-13";"09:45";"RYR4741";"POZNAN /LAWICA (POZ)";"No informado";"Mañana";"4741";"674";"Poznań-Ławica Airport";"Poznan";"Poland";"EPPO";"52.421001434299995";"16.8262996674";"308";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-16";"12:45";"RYR2301";"BUDAPEST (BUD)";"No informado";"Tarde";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-10";"20:30";"RYR2301";"BUDAPEST (BUD)";"No informado";"Noche";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"KRK";"2025-11-13";"10:20";"RYR2229";"CRACOVIA (KRK)";"No informado";"Mañana";"2229";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"TRN";"2025-11-10";"15:35";"RYR2259";"TURIN (TRN)";"No informado";"Tarde";"2259";"1526";"Turin Airport";"Torino";"Italy";"LIMF";"45.200802";"7.64963";"989";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BVA";"2025-11-10";"14:55";"RYR9001";"PARIS /BEAUVAIS-TILLE (BVA)";"No informado";"Tarde";"9001";"1367";"Paris Beauvais Tillé Airport";"Beauvais";"France";"LFOB";"49.45439910888672";"2.1127800941467285";"359";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"BVA";"2025-11-14";"12:10";"RYR9001";"PARIS /BEAUVAIS-TILLE (BVA)";"No informado";"Tarde";"9001";"1367";"Paris Beauvais Tillé Airport";"Beauvais";"France";"LFOB";"49.45439910888672";"2.1127800941467285";"359";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-15";"22:25";"RYR7373";"PALMA DE MALLORCA (PMI)";"No informado";"Noche";"7373";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"TRS";"2025-11-14";"16:20";"RYR618";"TRIESTE (TRS)";"No informado";"Tarde";"618";"1545";"Trieste–Friuli Venezia Giulia Airport";"Ronchi De Legionari";"Italy";"LIPQ";"45.827499";"13.4722";"39";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-14";"23:10";"RYR7267";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"7267";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-10";"22:55";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-14";"11:30";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Mañana";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-09";"11:28";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"Entrega equip.";"Mañana";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-13";"09:10";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Mañana";"7215";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"CGN";"2025-11-14";"08:10";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Mañana";"2257";"344";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50.8658981323";"7.1427397728";"302";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"TSF";"2025-11-11";"19:10";"RYR6248";"TREVISO/S.ANGELO (MIL) (TSF)";"No informado";"Noche";"6248";"1539";"Treviso-Sant'Angelo Airport";"Treviso";"Italy";"LIPH";"45.648399";"12.1944";"59";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"CGN";"2025-11-10";"11:35";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Mañana";"2257";"344";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50.8658981323";"7.1427397728";"302";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"CGN";"2025-11-15";"22:20";"RYR2257";"KOELN/BONN (CGN)";"No informado";"Noche";"2257";"344";"Cologne Bonn Airport";"Cologne";"Germany";"EDDK";"50.8658981323";"7.1427397728";"302";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-15";"08:30";"RYR638";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Mañana";"638";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"AGP";"2025-11-13";"20:40";"RYR645";"MALAGA-COSTA DEL SOL (AGP)";"No informado";"Noche";"645";"1230";"Málaga Airport";"Malaga";"Spain";"LEMG";"36.67490005493164";"-4.499110221862793";"53";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-13";"09:55";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"802";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-14";"08:55";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"802";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-10";"19:10";"RYR7340";"VIENA (VIE)";"No informado";"Noche";"7340";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-14";"20:00";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"2147";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-10";"00:10";"RYR3791";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Madrugada";"3791";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"VIE";"2025-11-10";"08:45";"RYR802";"VIENA (VIE)";"No informado";"Mañana";"802";"1613";"Vienna International Airport";"Vienna";"Austria";"LOWW";"48.110298156738";"16.569700241089";"600";"1";"Europe/Vienna";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-09";"13:35";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-13";"23:50";"RYR1687";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"1687";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-13";"12:15";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"1003";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"CRL";"2025-11-15";"23:10";"RYR2147";"BRUSELAS /CHARLEROI (CRL)";"No informado";"Noche";"2147";"304";"Brussels South Charleroi Airport";"Charleroi";"Belgium";"EBCI";"50.459202";"4.45382";"614";"1";"Europe/Brussels";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-12";"17:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PMI";"2025-11-10";"15:15";"RYR7215";"PALMA DE MALLORCA (PMI)";"No informado";"Tarde";"7215";"3998";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"LIS";"2025-11-10";"12:20";"RYR1768";"LISBOA (LIS)";"No informado";"Tarde";"1768";"1638";"Humberto Delgado Airport (Lisbon Portela Airport)";"Lisbon";"Portugal";"LPPT";"38.7813";"-9.13592";"374";"0";"Europe/Lisbon";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-13";"18:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-10";"23:20";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Noche";"999";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PMO";"2025-11-13";"21:10";"RYR4486";"PALERMO /PUNTA RAISI (PMO)";"No informado";"Noche";"4486";"1512";"Falcone–Borsellino Airport";"Palermo";"Italy";"LICJ";"38.175999";"13.091";"65";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BUD";"2025-11-09";"12:25";"RYR2301";"BUDAPEST (BUD)";"En vuelo";"Tarde";"2301";"1489";"Budapest Liszt Ferenc International Airport";"Budapest";"Hungary";"LHBP";"47.42976";"19.261093";"495";"1";"Europe/Budapest";"Ryanair";"Ireland"
"RYR";"DUB";"2025-11-15";"11:55";"RYR1740";"DUBLIN (DUB)";"No informado";"Mañana";"1740";"599";"Dublin Airport";"Dublin";"Ireland";"EIDW";"53.421299";"-6.27007";"242";"0";"Europe/Dublin";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-15";"16:00";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"POZ";"2025-11-10";"09:05";"RYR4741";"POZNAN /LAWICA (POZ)";"No informado";"Mañana";"4741";"674";"Poznań-Ławica Airport";"Poznan";"Poland";"EPPO";"52.421001434299995";"16.8262996674";"308";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-09";"21:15";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"7470";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-14";"23:10";"RYR7470";"MILAN /MALPENSA (MXP)";"No informado";"Noche";"7470";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-13";"15:25";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"MXP";"2025-11-14";"16:50";"RYR1444";"MILAN /MALPENSA (MXP)";"No informado";"Tarde";"1444";"1524";"Malpensa International Airport";"Milano";"Italy";"LIMC";"45.6306";"8.72811";"768";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"NAP";"2025-11-15";"20:00";"RYR6836";"NAPOLES (NAP)";"No informado";"Noche";"6836";"1561";"Naples International Airport";"Naples";"Italy";"LIRN";"40.886002";"14.2908";"294";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-10";"13:00";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Tarde";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"EDI";"2025-11-09";"16:40";"RYR1092";"EDIMBURGO (EDI)";"No informado";"Tarde";"1092";"535";"Edinburgh Airport";"Edinburgh";"United Kingdom";"EGPH";"55.95000076293945";"-3.372499942779541";"135";"0";"Europe/London";"Ryanair";"Ireland"
"RYR";"KRK";"2025-11-16";"13:15";"RYR2229";"CRACOVIA (KRK)";"No informado";"Tarde";"2229";"669";"Kraków John Paul II International Airport";"Krakow";"Poland";"EPKK";"50.077702";"19.7848";"791";"1";"Europe/Warsaw";"Ryanair";"Ireland"
"RYR";"NTE";"2025-11-10";"09:55";"RYR1714";"NANTES-ATLANTIQUE (NTE)";"No informado";"Mañana";"1714";"1418";"Nantes Atlantique Airport";"Nantes";"France";"LFRS";"47.153198242200006";"-1.61073005199";"90";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"PSA";"2025-11-11";"10:55";"RYR952";"PISA / GALILEO GALILEI (PSA)";"No informado";"Mañana";"952";"1562";"Pisa International Airport";"Pisa";"Italy";"LIRP";"43.683899";"10.3927";"6";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"PSR";"2025-11-10";"21:45";"RYR6415";"PESCARA (PSR)";"No informado";"Noche";"6415";"1505";"Pescara International Airport";"Pescara";"Italy";"LIBP";"42.431702";"14.1811";"48";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"NUE";"2025-11-10";"18:35";"RYR1131";"NUREMBERG (NUE)";"No informado";"Noche";"1131";"347";"Nuremberg Airport";"Nuernberg";"Germany";"EDDN";"49.498699";"11.078056";"1046";"1";"Europe/Berlin";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-09";"15:10";"RYR2217";"MARRAKECH (RAK)";"No informado";"Tarde";"2217";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-15";"16:35";"RYR2217";"MARRAKECH (RAK)";"No informado";"Tarde";"2217";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-10";"18:55";"RYR2217";"MARRAKECH (RAK)";"No informado";"Noche";"2217";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"EIN";"2025-11-13";"23:30";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"1718";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-14";"17:10";"RYR9331";"MARRAKECH (RAK)";"No informado";"Tarde";"9331";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"EIN";"2025-11-10";"22:25";"RYR1718";"EINDHOVEN (EIN)";"No informado";"Noche";"1718";"585";"Eindhoven Airport";"Eindhoven";"Netherlands";"EHEH";"51.4500999451";"5.37452983856";"74";"1";"Europe/Amsterdam";"Ryanair";"Ireland"
"RYR";"RAK";"2025-11-16";"10:35";"RYR5034";"MARRAKECH (RAK)";"No informado";"Mañana";"5034";"1075";"Menara Airport";"Marrakech";"Morocco";"GMMX";"31.606899261499997";"-8.03629970551";"1545";"0";"Africa/Casablanca";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-15";"11:40";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-16";"10:45";"RYR1003";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"1003";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-14";"17:50";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"999";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-09";"17:20";"RYR999";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"999";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-11";"13:05";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Tarde";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-10";"17:25";"RYR4631";"MILAN/BERGAMO (BGY)";"No informado";"Tarde";"4631";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"MRS";"2025-11-14";"16:55";"RYR1770";"MARSELLA (MRS)";"No informado";"Tarde";"1770";"1353";"Marseille Provence Airport";"Marseille";"France";"LFML";"43.439271922";"5.22142410278";"74";"1";"Europe/Paris";"Ryanair";"Ireland"
"RYR";"SDR";"2025-11-09";"14:55";"RYR2215";"SANTANDER-SEVE BALLESTEROS (SDR)";"No informado";"Tarde";"2215";"1251";"Santander Airport";"Santander";"Spain";"LEXJ";"43.427101135253906";"-3.82000994682312";"16";"1";"Europe/Madrid";"Ryanair";"Ireland"
"RYR";"FCO";"2025-11-14";"11:10";"RYR993";"ROMA /FIUMICINO (FCO)";"No informado";"Mañana";"993";"1555";"Leonardo da Vinci–Fiumicino Airport";"Rome";"Italy";"LIRF";"41.8002778";"12.2388889";"13";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"SOF";"2025-11-16";"00:25";"RYR9237";"SOFIA (SOF)";"No informado";"Madrugada";"9237";"1194";"Sofia Airport";"Sofia";"Bulgaria";"LBSF";"42.696693420410156";"23.411436080932617";"1742";"2";"Europe/Sofia";"Ryanair";"Ireland"
"RYR";"BGY";"2025-11-13";"18:25";"RYR4728";"MILAN/BERGAMO (BGY)";"No informado";"Noche";"4728";"1525";"Il Caravaggio International Airport";"Bergamo";"Italy";"LIME";"45.673901";"9.70417";"782";"1";"Europe/Rome";"Ryanair";"Ireland"
"RYR";"IBZ";"2025-11-10";"18:00";"RYR616";"IBIZA (IBZ)";"No informado";"Noche";"616";"1225";"Ibiza Airport";"Ibiza";"Spain";"LEIB";"38.872898101800004";"1.3731199502899998";"24";"1";"Europe/Madrid";"Ryanair";"Ireland"
