Fecha,Hora,Vuelo,Origen,Estado,Aerolinea,Pais_Aerolinea,Aeropuerto,Ciudad,Pais_Origen,IATA,ICAO_Cia,PAX_Estimado,Franja_Horaria
2025-11-16,09:05,EJU5103,BERLIN BRANDENBURG (BER),No informado,EasyJet,United Kingdom,NA,NA,NA,BER,EJU,159,Mañana
2025-11-16,09:15,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Mañana
2025-11-16,09:20,TVF4620,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Mañana
2025-11-16,09:25,RYR2080,TOULOUSE (TLS),No informado,RYANAIR DAC,Ireland,Toulouse-Blagnac Airport,Toulouse,France,TLS,RYR,170,Mañana
2025-11-16,09:30,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Mañana
2025-11-16,09:40,RYR616,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Mañana
2025-11-16,09:45,TRA6335,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Mañana
2025-11-16,09:50,WMT3185,BUCAREST (OTP),No informado,Wizz Air Malta,Malta,Henri Coandă International Airport,Bucharest,Romania,OTP,WMT,198,Mañana
2025-11-16,10:15,VOE2436,BURDEOS (BOD),No informado,VOLOTEA Airways,Spain,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,VOE,150,Mañana
2025-11-16,10:25,IBE2433,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Mañana
2025-11-16,10:25,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Mañana
2025-11-16,10:30,VLG1175,GRAN CANARIA (LPA),No informado,Vueling Airlines,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,VLG,152,Mañana
2025-11-16,10:35,RYR5034,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Mañana
2025-11-16,10:35,RYR802,VIENA (VIE),No informado,RYANAIR DAC,Ireland,Vienna International Airport,Vienna,Austria,VIE,RYR,170,Mañana
2025-11-16,10:45,RYR1003,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Mañana
2025-11-16,10:50,RYR497,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-16,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-16,11:00,DLH1840,MUNICH (MUC),No informado,Lufthansa,Germany,Munich Airport,Munich,Germany,MUC,DLH,159,Mañana
2025-11-16,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Mañana
2025-11-16,11:15,TAP1092,LISBOA (LIS),No informado,TAP Portugal,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,TAP,77,Mañana
2025-11-16,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-16,11:45,RYR6248,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Mañana
2025-11-16,11:50,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Mañana
2025-11-16,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-16,12:00,BEL3751,BRUSELAS (BRU),No informado,Brussels Airlines,Belgium,Brussels Airport,Brussels,Belgium,BRU,BEL,146,Tarde
2025-11-16,12:10,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Binter Canarias,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,IBB,97,Tarde
2025-11-16,12:20,VOE3582,ASTURIAS (OVD),No informado,VOLOTEA Airways,Spain,Asturias Airport,Aviles,Spain,OVD,VOE,150,Tarde
2025-11-16,12:20,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-16,12:40,AUA431,VIENA (VIE),No informado,Austrian Airlines,Austria,Vienna International Airport,Vienna,Austria,VIE,AUA,149,Tarde
2025-11-16,12:45,RYR2301,BUDAPEST (BUD),No informado,RYANAIR DAC,Ireland,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,RYR,170,Tarde
2025-11-16,12:55,IBE2402,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Tarde
2025-11-16,13:15,RYR2229,CRACOVIA (KRK),No informado,RYANAIR DAC,Ireland,Kraków John Paul II International Airport,Krakow,Poland,KRK,RYR,170,Tarde
2025-11-16,13:15,RYR7215,PALMA DE MALLORCA (PMI),No informado,RYANAIR DAC,Ireland,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,RYR,170,Tarde
2025-11-16,13:15,IBE5405,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Iberia Airlines,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,IBE,1,Tarde
2025-11-16,13:35,RYR993,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Tarde
2025-11-16,14:10,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Tarde
2025-11-16,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado,Wizz Air Malta,Malta,Malpensa International Airport,Milano,Italy,MXP,WMT,198,Tarde
2025-11-16,14:10,VLG8153,PARIS /ORLY (ORY),No informado,Vueling Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,VLG,152,Tarde
2025-11-16,14:40,WMT6027,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Tarde
2025-11-16,14:50,RYR1718,EINDHOVEN (EIN),No informado,RYANAIR DAC,Ireland,Eindhoven Airport,Eindhoven,Netherlands,EIN,RYR,170,Tarde
2025-11-16,14:55,RYR2215,SANTANDER-SEVE BALLESTEROS (SDR),No informado,RYANAIR DAC,Ireland,Santander Airport,Santander,Spain,SDR,RYR,170,Tarde
2025-11-16,15:10,RYR2217,MARRAKECH (RAK),No informado,RYANAIR DAC,Ireland,Menara Airport,Marrakech,Morocco,RAK,RYR,170,Tarde
2025-11-16,15:10,RYR2259,TURIN (TRN),No informado,RYANAIR DAC,Ireland,Turin Airport,Torino,Italy,TRN,RYR,170,Tarde
2025-11-16,15:25,IBE5548,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Tarde
2025-11-16,16:10,RYR1780,BADEN BADEN-KARLSRUHE (FKB) (FKB),No informado,RYANAIR DAC,Ireland,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,RYR,170,Tarde
2025-11-16,16:10,KLM1531,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Tarde
2025-11-16,16:15,VLG3966,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Tarde
2025-11-16,16:15,AEA4065,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Air Europa,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AEA,102,Tarde
2025-11-16,16:20,RYR1710,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Tarde
2025-11-16,16:40,RYR1092,EDIMBURGO (EDI),No informado,RYANAIR DAC,Ireland,Edinburgh Airport,Edinburgh,United Kingdom,EDI,RYR,170,Tarde
2025-11-16,17:05,QTR6883,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Qatar Airways,Qatar,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,QTR,0,Tarde
2025-11-16,17:05,IBE5552,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Tarde
2025-11-16,17:05,RYR1770,MARSELLA (MRS),No informado,RYANAIR DAC,Ireland,Marseille Provence Airport,Marseille,France,MRS,RYR,170,Tarde
2025-11-16,17:10,THY1313,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Tarde
2025-11-16,17:20,RYR999,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Tarde
2025-11-16,17:25,VOE3536,BILBAO (BIO),No informado,VOLOTEA Airways,Spain,Bilbao Airport,Bilbao,Spain,BIO,VOE,150,Tarde
2025-11-16,17:30,DLH1162,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-16,17:55,AFR1420,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-16,18:05,RYR1699,IBIZA (IBZ),No informado,RYANAIR DAC,Ireland,Ibiza Airport,Ibiza,Spain,IBZ,RYR,170,Noche
2025-11-16,18:25,IBB5802,GRAN CANARIA (LPA),No informado,Binter Canarias,Spain,Gran Canaria Airport,Gran Canaria,Spain,LPA,IBB,97,Noche
2025-11-16,18:25,RAM968,CASABLANCA /MOHAMED V (CMN),No informado,Royal Air Maroc,Morocco,Mohammed V International Airport,Casablanca,Morocco,CMN,RAM,33,Noche
2025-11-16,18:40,VLG8473,LONDRES /GATWICK (LGW),No informado,Vueling Airlines,Spain,London Gatwick Airport,London,United Kingdom,LGW,VLG,152,Noche
2025-11-16,18:40,RYR4486,PALERMO /PUNTA RAISI (PMO),No informado,RYANAIR DAC,Ireland,Falcone–Borsellino Airport,Palermo,Italy,PMO,RYR,170,Noche
2025-11-16,18:50,WZZ2385,BUDAPEST (BUD),No informado,Wizz Air,Hungary,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,WZZ,196,Noche
2025-11-16,19:00,SWR2146,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Noche
2025-11-16,19:05,RYR2208,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Noche
2025-11-16,19:05,EWG538,KOELN/BONN (CGN),No informado,Eurowings,Germany,Cologne Bonn Airport,Cologne,Germany,CGN,EWG,108,Noche
2025-11-16,19:15,IBE5676,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Noche
2025-11-16,19:15,RYR6836,NAPOLES (NAP),No informado,RYANAIR DAC,Ireland,Naples International Airport,Naples,Italy,NAP,RYR,170,Noche
2025-11-16,19:25,RYR641,MANCHESTER (MAN),No informado,RYANAIR DAC,Ireland,Manchester Airport,Manchester,United Kingdom,MAN,RYR,170,Noche
2025-11-16,19:35,WZZ2079,CRACOVIA (KRK),No informado,Wizz Air,Hungary,Kraków John Paul II International Airport,Krakow,Poland,KRK,WZZ,196,Noche
2025-11-16,19:35,BAW410,LONDRES / HEATHROW (LHR),No informado,British Airways,United Kingdom,London Heathrow Airport,London,United Kingdom,LHR,BAW,96,Noche
2025-11-16,19:45,AEA4011,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Noche
2025-11-16,19:55,TVF4628,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Noche
2025-11-16,20:00,TRA6331,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Noche
2025-11-16,20:10,ASL592,BELGRADO (BEG),No informado,Spurling Aviation,United States,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Noche
2025-11-16,20:10,ASL592,BELGRADO (BEG),No informado,Air Serbia,Serbia,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,ASL,79,Noche
2025-11-16,20:10,RYR6423,BOLONIA (BLQ),No informado,RYANAIR DAC,Ireland,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,RYR,170,Noche
2025-11-16,20:15,EZS1371,GINEBRA (GVA),No informado,EasyJet Switzerland,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,EZS,155,Noche
2025-11-16,20:20,RYR8712,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Noche
2025-11-16,20:25,IBE5595,ROMA /FIUMICINO (FCO),No informado,Iberia Airlines,Spain,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,IBE,1,Noche
2025-11-16,20:30,RYR3488,LANZAROTE CÉSAR MANRIQUE (ACE),No informado,RYANAIR DAC,Ireland,Lanzarote Airport,Arrecife,Spain,ACE,RYR,170,Noche
2025-11-16,20:35,WMT6045,ROMA /FIUMICINO (FCO),No informado,Wizz Air Malta,Malta,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,WMT,198,Noche
2025-11-16,20:40,RYR1736,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-16,20:50,EZY6499,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Noche
2025-11-16,20:50,RYR2985,BRUSELAS (BRU),No informado,RYANAIR DAC,Ireland,Brussels Airport,Brussels,Belgium,BRU,RYR,170,Noche
2025-11-16,21:10,RYR7267,TREVISO/S.ANGELO (MIL) (TSF),No informado,RYANAIR DAC,Ireland,NA,NA,NA,MIL,RYR,170,Noche
2025-11-16,21:15,RYR7470,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Noche
2025-11-16,21:20,TVS1054,PRAGA (PRG),No informado,Travel Service,Czech Republic,Václav Havel Airport Prague,Prague,Czech Republic,PRG,TVS,118,Noche
2025-11-16,21:35,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Noche
2025-11-16,21:50,VLG3954,PALMA DE MALLORCA (PMI),No informado,Vueling Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,VLG,152,Noche
2025-11-16,22:00,QTR8075,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),No informado,Qatar Airways,Qatar,Barcelona International Airport,Barcelona,Spain,BCN,QTR,0,Noche
2025-11-16,22:20,VLG5841,MENORCA (MAH),No informado,Vueling Airlines,Spain,Menorca Airport,Menorca,Spain,MAH,VLG,152,Noche
2025-11-16,22:40,RYR6325,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Noche
2025-11-16,22:55,RYR1611,BARI /PALESE (BRI),No informado,RYANAIR DAC,Ireland,Bari Karol Wojtyła Airport,Bari,Italy,BRI,RYR,170,Noche
2025-11-16,23:00,KLM1535,AMSTERDAM /SCHIPHOL (AMS),No informado,KLM Royal Dutch Airlines,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,KLM,101,Noche
2025-11-16,23:10,AFR1492,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Noche
2025-11-16,23:25,VLG5831,IBIZA (IBZ),No informado,Vueling Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,VLG,152,Noche
2025-11-16,23:30,UAE4896,LISBOA (LIS),No informado,Emirates,United Arab Emirates,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,UAE,0,Noche
2025-11-16,23:35,RYR7201,GRAN CANARIA (LPA),No informado,RYANAIR DAC,Ireland,Gran Canaria Airport,Gran Canaria,Spain,LPA,RYR,170,Noche
2025-11-16,23:35,IBE2380,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Noche
2025-11-17,00:05,LAN1749,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,LAN Airlines,Chile,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,LAN,NA,Madrugada
2025-11-17,00:10,RYR3791,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Madrugada
2025-11-17,00:15,IBE2404,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Madrugada
2025-11-17,00:20,IBE5681,AMSTERDAM /SCHIPHOL (AMS),No informado,Iberia Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,IBE,1,Madrugada
2025-11-17,00:25,RYR4728,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Madrugada
2025-11-17,00:35,IBE5732,BRUSELAS (BRU),No informado,Iberia Airlines,Spain,Brussels Airport,Brussels,Belgium,BRU,IBE,1,Madrugada
2025-11-17,00:55,RYR1772,DUBLIN (DUB),No informado,RYANAIR DAC,Ireland,Dublin Airport,Dublin,Ireland,DUB,RYR,170,Madrugada
2025-11-17,07:45,SWR2130,GINEBRA (GVA),No informado,Swiss International Air Lines,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,SWR,134,Mañana
2025-11-17,08:00,RYR1003,ROMA /FIUMICINO (FCO),No informado,RYANAIR DAC,Ireland,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,RYR,170,Mañana
2025-11-17,08:05,AEA4063,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Air Europa,Spain,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AEA,102,Mañana
2025-11-17,08:15,IBE2382,MALAGA-COSTA DEL SOL (AGP),No informado,Iberia Airlines,Spain,Málaga Airport,Malaga,Spain,AGP,IBE,1,Mañana
2025-11-17,08:20,RYR1848,MEMMINGEN (FMM),No informado,RYANAIR DAC,Ireland,Memmingen Allgau Airport,Memmingen,Germany,FMM,RYR,170,Mañana
2025-11-17,08:40,VOE3536,BILBAO (BIO),No informado,VOLOTEA Airways,Spain,Bilbao Airport,Bilbao,Spain,BIO,VOE,150,Mañana
2025-11-17,08:45,IBE5546,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Mañana
2025-11-17,09:00,RYR4728,MILAN/BERGAMO (BGY),No informado,RYANAIR DAC,Ireland,Il Caravaggio International Airport,Bergamo,Italy,BGY,RYR,170,Mañana
2025-11-17,09:05,WZZ2385,BUDAPEST (BUD),No informado,Wizz Air,Hungary,Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,WZZ,196,Mañana
2025-11-17,09:05,AVA6068,MADRID-BARAJAS ADOLFO SUÁREZ (MAD),No informado,Avianca,Colombia,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,AVA,0,Mañana
2025-11-17,09:05,RYR4741,POZNAN /LAWICA (POZ),No informado,RYANAIR DAC,Ireland,Poznań-Ławica Airport,Poznan,Poland,POZ,RYR,170,Mañana
2025-11-17,09:10,IBE2433,IBIZA (IBZ),No informado,Iberia Airlines,Spain,Ibiza Airport,Ibiza,Spain,IBZ,IBE,1,Mañana
2025-11-17,09:10,EJU5103,BERLIN BRANDENBURG (BER),No informado,EasyJet,United Kingdom,NA,NA,NA,BER,EJU,159,Mañana
2025-11-17,09:15,RYR2206,SEVILLA (SVQ),No informado,RYANAIR DAC,Ireland,Sevilla Airport,Sevilla,Spain,SVQ,RYR,170,Mañana
2025-11-17,09:35,TRA5105,EINDHOVEN (EIN),No informado,Transavia Holland,Netherlands,Eindhoven Airport,Eindhoven,Netherlands,EIN,TRA,162,Mañana
2025-11-17,09:55,TRA6337,AMSTERDAM /SCHIPHOL (AMS),No informado,Transavia Holland,Netherlands,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,TRA,162,Mañana
2025-11-17,09:55,RYR1714,NANTES-ATLANTIQUE (NTE),No informado,RYANAIR DAC,Ireland,Nantes Atlantique Airport,Nantes,France,NTE,RYR,170,Mañana
2025-11-17,10:15,RYR1444,MILAN /MALPENSA (MXP),No informado,RYANAIR DAC,Ireland,Malpensa International Airport,Milano,Italy,MXP,RYR,170,Mañana
2025-11-17,10:55,THY1301,ESTAMBUL (IST),No informado,Turkish Airlines,Turkey,Istanbul Airport,Istanbul,Turkey,IST,THY,139,Mañana
2025-11-17,11:10,TAP1092,LISBOA (LIS),No informado,TAP Portugal,Portugal,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,TAP,77,Mañana
2025-11-17,11:10,EZY8009,LONDRES /GATWICK (LGW),No informado,easyJet,United Kingdom,London Gatwick Airport,London,United Kingdom,LGW,EZY,NA,Mañana
2025-11-17,11:20,TVF4620,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Mañana
2025-11-17,11:20,NMA1082,(CAI),No informado,Nesma Airlines,Egypt,Cairo International Airport,Cairo,Egypt,CAI,NMA,NA,Mañana
2025-11-17,11:30,IBE5674,PARIS /ORLY (ORY),No informado,Iberia Airlines,Spain,Paris-Orly Airport,Paris,France,ORY,IBE,1,Mañana
2025-11-17,11:35,AEA4007,PALMA DE MALLORCA (PMI),No informado,Air Europa,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,AEA,102,Mañana
2025-11-17,11:35,RYR2257,KOELN/BONN (CGN),No informado,RYANAIR DAC,Ireland,Cologne Bonn Airport,Cologne,Germany,CGN,RYR,170,Mañana
2025-11-17,11:45,VOE2656,LYON (LYS),No informado,VOLOTEA Airways,Spain,Lyon Saint-Exupéry Airport,Lyon,France,LYS,VOE,150,Mañana
2025-11-17,11:50,IBE2402,PALMA DE MALLORCA (PMI),No informado,Iberia Airlines,Spain,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,IBE,1,Mañana
2025-11-17,12:00,AFR1416,PARIS /CHARLES DE GAULLE (CDG),No informado,Air France,France,Charles de Gaulle International Airport,Paris,France,CDG,AFR,80,Tarde
2025-11-17,12:05,SWR2140,ZURICH (ZRH),No informado,Swiss International Air Lines,Switzerland,Zürich Airport,Zurich,Switzerland,ZRH,SWR,134,Tarde
2025-11-17,12:10,IBB5804,TENERIFE NORTE-C. LA LAGUNA (TFN),No informado,Binter Canarias,Spain,Tenerife Norte Airport,Tenerife,Spain,TFN,IBB,97,Tarde
2025-11-17,12:10,RYR1736,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Tarde
2025-11-17,12:10,DLH1160,FRANKFURT (FRA),No informado,Lufthansa,Germany,Frankfurt am Main Airport,Frankfurt,Germany,FRA,DLH,159,Tarde
2025-11-17,12:15,RYR1710,OPORTO (OPO),No informado,RYANAIR DAC,Ireland,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,RYR,170,Tarde
2025-11-17,12:20,RYR138,BERLIN BRANDENBURG (BER),No informado,RYANAIR DAC,Ireland,NA,NA,NA,BER,RYR,170,Tarde
2025-11-17,12:20,RYR1768,LISBOA (LIS),No informado,RYANAIR DAC,Ireland,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,RYR,170,Tarde
2025-11-17,12:25,IBE5683,AMSTERDAM /SCHIPHOL (AMS),No informado,Iberia Airlines,Spain,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,IBE,1,Tarde
2025-11-17,12:30,RYR1740,DUBLIN (DUB),No informado,RYANAIR DAC,Ireland,Dublin Airport,Dublin,Ireland,DUB,RYR,170,Tarde
2025-11-17,12:45,IBE2391,SEVILLA (SVQ),No informado,Iberia Airlines,Spain,Sevilla Airport,Sevilla,Spain,SVQ,IBE,1,Tarde
2025-11-17,12:45,RYR6836,NAPOLES (NAP),No informado,RYANAIR DAC,Ireland,Naples International Airport,Naples,Italy,NAP,RYR,170,Tarde
2025-11-17,13:00,RYR952,PISA / GALILEO GALILEI (PSA),No informado,RYANAIR DAC,Ireland,Pisa International Airport,Pisa,Italy,PSA,RYR,170,Tarde
2025-11-17,13:35,RYR645,MALAGA-COSTA DEL SOL (AGP),No informado,RYANAIR DAC,Ireland,Málaga Airport,Malaga,Spain,AGP,RYR,170,Tarde
2025-11-17,13:45,VLG5713,BILBAO (BIO),No informado,Vueling Airlines,Spain,Bilbao Airport,Bilbao,Spain,BIO,VLG,152,Tarde
2025-11-17,14:00,EZS1371,GINEBRA (GVA),No informado,EasyJet Switzerland,Switzerland,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,EZS,155,Tarde
2025-11-17,14:10,WMT6317,MILAN /MALPENSA (MXP),No informado,Wizz Air Malta,Malta,Malpensa International Airport,Milano,Italy,MXP,WMT,198,Tarde
2025-11-17,14:20,RYR643,LONDRES /STANSTED (STN),No informado,RYANAIR DAC,Ireland,London Stansted Airport,London,United Kingdom,STN,RYR,170,Tarde
2025-11-17,14:30,TVF4624,PARIS /ORLY (ORY),No informado,Transavia France,France,Paris-Orly Airport,Paris,France,ORY,TVF,159,Tarde
2025-11-17,14:35,RYR618,TRIESTE (TRS),No informado,RYANAIR DAC,Ireland,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,RYR,170,Tarde
2025-11-17,14:40,RYR1687,BRUSELAS /CHARLEROI (CRL),No informado,RYANAIR DAC,Ireland,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,RYR,170,Tarde
2025-11-17,14:55,RYR9001,PARIS /BEAUVAIS-TILLE (BVA),No informado,RYANAIR DAC,Ireland,Paris Beauvais Tillé Airport,Beauvais,France,BVA,RYR,170,Tarde
2025-11-17,15:05,MSC3724,(CAI),No informado,Air Cairo,Egypt,Cairo International Airport,Cairo,Egypt,CAI,MSC,130,Tarde
2025-11-17,15:15,RYR7215,PALMA DE MALLORCA (PMI),No informado,RYANAIR DAC,Ireland,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,RYR,170,Tarde
